,MSA,year,value
2257,"Dayton-Kettering, OH",2015,39144944
2641,"Dayton-Kettering, OH",2016,40309278
3025,"Dayton-Kettering, OH",2017,41703905
3409,"Dayton-Kettering, OH",2018,43900295
3793,"Dayton-Kettering, OH",2019,45689081
4177,"Dayton-Kettering, OH",2020,47028346
4561,"Dayton-Kettering, OH",2021,48367477
4945,"Dayton-Kettering, OH",2022,49706473
5329,"Dayton-Kettering, OH",2023,51045334
5713,"Dayton-Kettering, OH",2024,52384061
366,"Decatur, AL",2010,5339952
750,"Decatur, AL",2011,5284486
1134,"Decatur, AL",2012,5371576
1518,"Decatur, AL",2013,5420423
1902,"Decatur, AL",2014,5556863
2286,"Decatur, AL",2015,5650435
2670,"Decatur, AL",2016,5904733
3054,"Decatur, AL",2017,6032649
3438,"Decatur, AL",2018,6401583
3822,"Decatur, AL",2019,6702192
4206,"Decatur, AL",2020,6721156
4590,"Decatur, AL",2021,6704179
4974,"Decatur, AL",2022,6719376
5358,"Decatur, AL",2023,6705772
5742,"Decatur, AL",2024,6717950
185,"Decatur, IL",2010,6552370
569,"Decatur, IL",2011,6597610
953,"Decatur, IL",2012,6578471
1337,"Decatur, IL",2013,7094515
1721,"Decatur, IL",2014,7570371
2105,"Decatur, IL",2015,8093539
2489,"Decatur, IL",2016,7774856
2873,"Decatur, IL",2017,7253739
3257,"Decatur, IL",2018,7279712
3641,"Decatur, IL",2019,7363464
4025,"Decatur, IL",2020,7346268
4409,"Decatur, IL",2021,7359334
4793,"Decatur, IL",2022,7349406
5177,"Decatur, IL",2023,7356950
5561,"Decatur, IL",2024,7351218
92,"Deltona-Daytona Beach-Ormond Beach, FL",2010,15608644
476,"Deltona-Daytona Beach-Ormond Beach, FL",2011,15672730
860,"Deltona-Daytona Beach-Ormond Beach, FL",2012,16041930
1244,"Deltona-Daytona Beach-Ormond Beach, FL",2013,16414693
1628,"Deltona-Daytona Beach-Ormond Beach, FL",2014,16991140
2012,"Deltona-Daytona Beach-Ormond Beach, FL",2015,18011312
2396,"Deltona-Daytona Beach-Ormond Beach, FL",2016,19101825
2780,"Deltona-Daytona Beach-Ormond Beach, FL",2017,20108091
3164,"Deltona-Daytona Beach-Ormond Beach, FL",2018,21207809
3548,"Deltona-Daytona Beach-Ormond Beach, FL",2019,22268576
3932,"Deltona-Daytona Beach-Ormond Beach, FL",2020,23002647
4316,"Deltona-Daytona Beach-Ormond Beach, FL",2021,23736642
4700,"Deltona-Daytona Beach-Ormond Beach, FL",2022,24470561
5084,"Deltona-Daytona Beach-Ormond Beach, FL",2023,25204404
5468,"Deltona-Daytona Beach-Ormond Beach, FL",2024,25938172
211,"Denver-Aurora-Lakewood, CO ",2010,141029600
595,"Denver-Aurora-Lakewood, CO ",2011,145839443
979,"Denver-Aurora-Lakewood, CO ",2012,153286556
1363,"Denver-Aurora-Lakewood, CO ",2013,162500802
1747,"Denver-Aurora-Lakewood, CO ",2014,172421227
2131,"Denver-Aurora-Lakewood, CO ",2015,183668001
2515,"Denver-Aurora-Lakewood, CO ",2016,190317435
2899,"Denver-Aurora-Lakewood, CO ",2017,200836995
3283,"Denver-Aurora-Lakewood, CO ",2018,214580305
3667,"Denver-Aurora-Lakewood, CO ",2019,227395640
4051,"Denver-Aurora-Lakewood, CO ",2020,236967453
4435,"Denver-Aurora-Lakewood, CO ",2021,246538114
4819,"Denver-Aurora-Lakewood, CO ",2022,256107623
5203,"Denver-Aurora-Lakewood, CO ",2023,265675980
5587,"Denver-Aurora-Lakewood, CO ",2024,275243185
260,"Des Moines-West Des Moines, IA",2010,33829331
644,"Des Moines-West Des Moines, IA",2011,34431544
1028,"Des Moines-West Des Moines, IA",2012,37615378
1412,"Des Moines-West Des Moines, IA",2013,37494625
1796,"Des Moines-West Des Moines, IA",2014,42242910
2180,"Des Moines-West Des Moines, IA",2015,46376221
2564,"Des Moines-West Des Moines, IA",2016,48818972
2948,"Des Moines-West Des Moines, IA",2017,48877741
3332,"Des Moines-West Des Moines, IA",2018,51038871
3716,"Des Moines-West Des Moines, IA",2019,52244598
4100,"Des Moines-West Des Moines, IA",2020,54266262
4484,"Des Moines-West Des Moines, IA",2021,56287560
4868,"Des Moines-West Des Moines, IA",2022,58308490
5252,"Des Moines-West Des Moines, IA",2023,60329054
5636,"Des Moines-West Des Moines, IA",2024,62349251
186,"Detroit-Warren-Dearborn, MI",2010,190585335
570,"Detroit-Warren-Dearborn, MI",2011,200061237
954,"Detroit-Warren-Dearborn, MI",2012,212218111
1338,"Detroit-Warren-Dearborn, MI",2013,219917961
1722,"Detroit-Warren-Dearborn, MI",2014,227090922
2106,"Detroit-Warren-Dearborn, MI",2015,238906845
2490,"Detroit-Warren-Dearborn, MI",2016,247223237
2874,"Detroit-Warren-Dearborn, MI",2017,252798262
3258,"Detroit-Warren-Dearborn, MI",2018,262545970
3642,"Detroit-Warren-Dearborn, MI",2019,269850041
4026,"Detroit-Warren-Dearborn, MI",2020,277177641
4410,"Detroit-Warren-Dearborn, MI",2021,284247778
4794,"Detroit-Warren-Dearborn, MI",2022,291069498
5178,"Detroit-Warren-Dearborn, MI",2023,297651529
5562,"Detroit-Warren-Dearborn, MI",2024,304002293
212,"Dothan, AL",2010,4778876
596,"Dothan, AL",2011,4840366
980,"Dothan, AL",2012,4993062
1364,"Dothan, AL",2013,5349039
1748,"Dothan, AL",2014,5539153
2132,"Dothan, AL",2015,5756312
2516,"Dothan, AL",2016,6023027
2900,"Dothan, AL",2017,6295754
3284,"Dothan, AL",2018,6515145
3668,"Dothan, AL",2019,6768010
4052,"Dothan, AL",2020,6988361
4436,"Dothan, AL",2021,7208703
4820,"Dothan, AL",2022,7429037
5204,"Dothan, AL",2023,7649361
5588,"Dothan, AL",2024,7869677
236,"Dover, DE",2010,6519797
620,"Dover, DE",2011,6548906
1004,"Dover, DE",2012,6494799
1388,"Dover, DE",2013,6538906
1772,"Dover, DE",2014,6833422
2156,"Dover, DE",2015,7229976
2540,"Dover, DE",2016,7269615
2924,"Dover, DE",2017,7431865
3308,"Dover, DE",2018,7899268
3692,"Dover, DE",2019,8370319
4076,"Dover, DE",2020,8377948
4460,"Dover, DE",2021,8379103
4844,"Dover, DE",2022,8379278
5228,"Dover, DE",2023,8379304
5612,"Dover, DE",2024,8379308
72,"Dubuque, IA",2010,4498306
456,"Dubuque, IA",2011,4616336
840,"Dubuque, IA",2012,5382688
1224,"Dubuque, IA",2013,5242628
1608,"Dubuque, IA",2014,5881096
1992,"Dubuque, IA",2015,6163255
2376,"Dubuque, IA",2016,5876838
2760,"Dubuque, IA",2017,6121760
3144,"Dubuque, IA",2018,6378929
3528,"Dubuque, IA",2019,6552956
3912,"Dubuque, IA",2020,6705951
4296,"Dubuque, IA",2021,6848465
4680,"Dubuque, IA",2022,6981217
5064,"Dubuque, IA",2023,7104876
5448,"Dubuque, IA",2024,7220063
5,"Duluth, MN-WI",2010,13035694
389,"Duluth, MN-WI",2011,13912482
773,"Duluth, MN-WI",2012,13510625
1157,"Duluth, MN-WI",2013,14264131
1541,"Duluth, MN-WI",2014,14529275
1925,"Duluth, MN-WI",2015,13244631
2309,"Duluth, MN-WI",2016,13992752
2693,"Duluth, MN-WI",2017,14666908
3077,"Duluth, MN-WI",2018,15862983
3461,"Duluth, MN-WI",2019,16911538
3845,"Duluth, MN-WI",2020,17310253
4229,"Duluth, MN-WI",2021,17707849
4613,"Duluth, MN-WI",2022,18104330
4997,"Duluth, MN-WI",2023,18499698
5381,"Duluth, MN-WI",2024,18893956
339,"Durham-Chapel Hill, NC",2010,42019482
723,"Durham-Chapel Hill, NC",2011,43016157
1107,"Durham-Chapel Hill, NC",2012,44095759
1491,"Durham-Chapel Hill, NC",2013,46150592
1875,"Durham-Chapel Hill, NC",2014,46531597
2259,"Durham-Chapel Hill, NC",2015,46569163
2643,"Durham-Chapel Hill, NC",2016,46247130
3027,"Durham-Chapel Hill, NC",2017,47954729
3411,"Durham-Chapel Hill, NC",2018,50499917
3795,"Durham-Chapel Hill, NC",2019,53748439
4179,"Durham-Chapel Hill, NC",2020,55039140
4563,"Durham-Chapel Hill, NC",2021,56329757
4947,"Durham-Chapel Hill, NC",2022,57620291
5331,"Durham-Chapel Hill, NC",2023,58910742
5715,"Durham-Chapel Hill, NC",2024,60201109
283,"East Stroudsburg, PA",2010,5708486
667,"East Stroudsburg, PA",2011,5710230
1051,"East Stroudsburg, PA",2012,5690944
1435,"East Stroudsburg, PA",2013,5776167
1819,"East Stroudsburg, PA",2014,5984737
2203,"East Stroudsburg, PA",2015,6369002
2587,"East Stroudsburg, PA",2016,6901109
2971,"East Stroudsburg, PA",2017,6928850
3355,"East Stroudsburg, PA",2018,7059835
3739,"East Stroudsburg, PA",2019,7457481
4123,"East Stroudsburg, PA",2020,7646169
4507,"East Stroudsburg, PA",2021,7834630
4891,"East Stroudsburg, PA",2022,8022863
5275,"East Stroudsburg, PA",2023,8210869
5659,"East Stroudsburg, PA",2024,8398647
126,"Eau Claire, WI",2010,6774268
510,"Eau Claire, WI",2011,6987613
894,"Eau Claire, WI",2012,7331709
1278,"Eau Claire, WI",2013,7501303
1662,"Eau Claire, WI",2014,8244257
2046,"Eau Claire, WI",2015,8601556
2430,"Eau Claire, WI",2016,8652934
2814,"Eau Claire, WI",2017,8843400
3198,"Eau Claire, WI",2018,9353162
3582,"Eau Claire, WI",2019,9655987
3966,"Eau Claire, WI",2020,9966071
4350,"Eau Claire, WI",2021,10274666
4734,"Eau Claire, WI",2022,10581779
5118,"Eau Claire, WI",2023,10887417
5502,"Eau Claire, WI",2024,11191587
6,"El Centro, CA",2010,6431685
390,"El Centro, CA",2011,7170451
774,"El Centro, CA",2012,6921213
1158,"El Centro, CA",2013,7489047
1542,"El Centro, CA",2014,8031489
1926,"El Centro, CA",2015,8561955
2310,"El Centro, CA",2016,8381827
2694,"El Centro, CA",2017,8666402
3078,"El Centro, CA",2018,8667650
3462,"El Centro, CA",2019,9334680
3846,"El Centro, CA",2020,9593774
4230,"El Centro, CA",2021,9843013
4614,"El Centro, CA",2022,10082774
4998,"El Centro, CA",2023,10313416
5382,"El Centro, CA",2024,10535285
237,"El Paso, TX",2010,24395018
621,"El Paso, TX",2011,26251554
1005,"El Paso, TX",2012,27365006
1389,"El Paso, TX",2013,27395806
1773,"El Paso, TX",2014,27591246
2157,"El Paso, TX",2015,28585531
2541,"El Paso, TX",2016,29278081
2925,"El Paso, TX",2017,30519556
3309,"El Paso, TX",2018,32254478
3693,"El Paso, TX",2019,33235319
4077,"El Paso, TX",2020,34209278
4461,"El Paso, TX",2021,35182929
4845,"El Paso, TX",2022,36156272
5229,"El Paso, TX",2023,37129307
5613,"El Paso, TX",2024,38102034
51,"Elizabethtown-Fort Knox, KY",2010,5457829
435,"Elizabethtown-Fort Knox, KY",2011,5821075
819,"Elizabethtown-Fort Knox, KY",2012,5678723
1203,"Elizabethtown-Fort Knox, KY",2013,5698105
1587,"Elizabethtown-Fort Knox, KY",2014,5604663
1971,"Elizabethtown-Fort Knox, KY",2015,5546694
2355,"Elizabethtown-Fort Knox, KY",2016,5651455
2739,"Elizabethtown-Fort Knox, KY",2017,5807891
3123,"Elizabethtown-Fort Knox, KY",2018,5923895
3507,"Elizabethtown-Fort Knox, KY",2019,6092172
3891,"Elizabethtown-Fort Knox, KY",2020,6101892
4275,"Elizabethtown-Fort Knox, KY",2021,6098448
4659,"Elizabethtown-Fort Knox, KY",2022,6099668
5043,"Elizabethtown-Fort Knox, KY",2023,6099236
5427,"Elizabethtown-Fort Knox, KY",2024,6099389
213,"Elkhart-Goshen, IN",2010,9265583
597,"Elkhart-Goshen, IN",2011,9095516
981,"Elkhart-Goshen, IN",2012,9622682
1365,"Elkhart-Goshen, IN",2013,10519924
1749,"Elkhart-Goshen, IN",2014,11706483
2133,"Elkhart-Goshen, IN",2015,13267137
2517,"Elkhart-Goshen, IN",2016,14645512
2901,"Elkhart-Goshen, IN",2017,16320319
3285,"Elkhart-Goshen, IN",2018,16389054
3669,"Elkhart-Goshen, IN",2019,16193156
4053,"Elkhart-Goshen, IN",2020,16946817
4437,"Elkhart-Goshen, IN",2021,17700300
4821,"Elkhart-Goshen, IN",2022,18453606
5205,"Elkhart-Goshen, IN",2023,19206733
5589,"Elkhart-Goshen, IN",2024,19959683
187,"Elmira, NY",2010,3543597
571,"Elmira, NY",2011,3663630
955,"Elmira, NY",2012,3719797
1339,"Elmira, NY",2013,3811313
1723,"Elmira, NY",2014,3882070
2107,"Elmira, NY",2015,3830944
2491,"Elmira, NY",2016,3806224
2875,"Elmira, NY",2017,3795816
3259,"Elmira, NY",2018,3953800
3643,"Elmira, NY",2019,4135080
4027,"Elmira, NY",2020,4199542
4411,"Elmira, NY",2021,4263949
4795,"Elmira, NY",2022,4328301
5179,"Elmira, NY",2023,4392597
5563,"Elmira, NY",2024,4456839
261,"Enid, OK",2010,2862580
645,"Enid, OK",2011,3093808
1029,"Enid, OK",2012,3509256
1413,"Enid, OK",2013,3740024
1797,"Enid, OK",2014,4237549
2181,"Enid, OK",2015,3319929
2565,"Enid, OK",2016,3428350
2949,"Enid, OK",2017,2647572
3333,"Enid, OK",2018,2717608
3717,"Enid, OK",2019,2771301
4101,"Enid, OK",2020,2761557
4485,"Enid, OK",2021,2755862
4869,"Enid, OK",2022,2752533
5253,"Enid, OK",2023,2750588
5637,"Enid, OK",2024,2749451
127,"Erie, PA",2010,11176458
511,"Erie, PA",2011,11823285
895,"Erie, PA",2012,11650608
1279,"Erie, PA",2013,11966670
1663,"Erie, PA",2014,11665876
2047,"Erie, PA",2015,11992491
2431,"Erie, PA",2016,11736618
2815,"Erie, PA",2017,11609929
3199,"Erie, PA",2018,11972858
3583,"Erie, PA",2019,12390616
3967,"Erie, PA",2020,12359742
4351,"Erie, PA",2021,12382272
4735,"Erie, PA",2022,12365830
5119,"Erie, PA",2023,12377828
5503,"Erie, PA",2024,12369073
153,"Eugene-Springfield, OR",2010,12154552
537,"Eugene-Springfield, OR",2011,12386700
921,"Eugene-Springfield, OR",2012,12757470
1305,"Eugene-Springfield, OR",2013,13130510
1689,"Eugene-Springfield, OR",2014,13632903
2073,"Eugene-Springfield, OR",2015,14766427
2457,"Eugene-Springfield, OR",2016,15567326
2841,"Eugene-Springfield, OR",2017,16432537
3225,"Eugene-Springfield, OR",2018,17257394
3609,"Eugene-Springfield, OR",2019,17947872
3993,"Eugene-Springfield, OR",2020,18587767
4377,"Eugene-Springfield, OR",2021,19227589
4761,"Eugene-Springfield, OR",2022,19867336
5145,"Eugene-Springfield, OR",2023,20507010
5529,"Eugene-Springfield, OR",2024,21146609
340,"Evansville, IN-KY",2010,14825333
724,"Evansville, IN-KY",2011,15639103
1108,"Evansville, IN-KY",2012,15744240
1492,"Evansville, IN-KY",2013,15326109
1876,"Evansville, IN-KY",2014,15432303
2260,"Evansville, IN-KY",2015,15808154
2644,"Evansville, IN-KY",2016,16143725
3028,"Evansville, IN-KY",2017,17507525
3412,"Evansville, IN-KY",2018,18566904
3796,"Evansville, IN-KY",2019,19460865
4180,"Evansville, IN-KY",2020,19968719
4564,"Evansville, IN-KY",2021,20476557
4948,"Evansville, IN-KY",2022,20984379
5332,"Evansville, IN-KY",2023,21492185
5716,"Evansville, IN-KY",2024,21999974
73,"Fairbanks, AK ",2010,5969384
457,"Fairbanks, AK ",2011,5737156
841,"Fairbanks, AK ",2012,5559955
1225,"Fairbanks, AK ",2013,5466301
1609,"Fairbanks, AK ",2014,5536407
1993,"Fairbanks, AK ",2015,5523274
2377,"Fairbanks, AK ",2016,5585807
2761,"Fairbanks, AK ",2017,5686025
3145,"Fairbanks, AK ",2018,5957242
3529,"Fairbanks, AK ",2019,5977140
3913,"Fairbanks, AK ",2020,5969045
4297,"Fairbanks, AK ",2021,5965484
4681,"Fairbanks, AK ",2022,5963918
5065,"Fairbanks, AK ",2023,5963229
5449,"Fairbanks, AK ",2024,5962926
7,"Fargo, ND-MN",2010,10091668
391,"Fargo, ND-MN",2011,10810305
775,"Fargo, ND-MN",2012,12012831
1159,"Fargo, ND-MN",2013,12253298
1543,"Fargo, ND-MN",2014,13454037
1927,"Fargo, ND-MN",2015,13985614
2311,"Fargo, ND-MN",2016,14036675
2695,"Fargo, ND-MN",2017,14446546
3079,"Fargo, ND-MN",2018,15023737
3463,"Fargo, ND-MN",2019,15549006
3847,"Fargo, ND-MN",2020,15916116
4231,"Fargo, ND-MN",2021,16250168
4615,"Fargo, ND-MN",2022,16554136
4999,"Fargo, ND-MN",2023,16830731
5383,"Fargo, ND-MN",2024,17082417
238,"Farmington, NM",2010,6366073
622,"Farmington, NM",2011,6624824
1006,"Farmington, NM",2012,6407538
1390,"Farmington, NM",2013,6464750
1774,"Farmington, NM",2014,6828020
2158,"Farmington, NM",2015,6305431
2542,"Farmington, NM",2016,5749237
2926,"Farmington, NM",2017,6021648
3310,"Farmington, NM",2018,5829724
3694,"Farmington, NM",2019,5856995
4078,"Farmington, NM",2020,5864557
4462,"Farmington, NM",2021,5861847
4846,"Farmington, NM",2022,5862818
5230,"Farmington, NM",2023,5862470
5614,"Farmington, NM",2024,5862595
93,"Fayetteville, NC",2010,18913933
477,"Fayetteville, NC",2011,19420188
861,"Fayetteville, NC",2012,19227947
1245,"Fayetteville, NC",2013,19378572
1629,"Fayetteville, NC",2014,19624148
2013,"Fayetteville, NC",2015,20278666
2397,"Fayetteville, NC",2016,20414839
2781,"Fayetteville, NC",2017,20734103
3165,"Fayetteville, NC",2018,21482746
3549,"Fayetteville, NC",2019,22244892
3933,"Fayetteville, NC",2020,22612005
4317,"Fayetteville, NC",2021,22979067
4701,"Fayetteville, NC",2022,23346077
5085,"Fayetteville, NC",2023,23713036
5469,"Fayetteville, NC",2024,24079943
239,"Fayetteville-Springdale-Rogers, AR",2010,16600360
623,"Fayetteville-Springdale-Rogers, AR",2011,17146573
1007,"Fayetteville-Springdale-Rogers, AR",2012,18257207
1391,"Fayetteville-Springdale-Rogers, AR",2013,19862080
1775,"Fayetteville-Springdale-Rogers, AR",2014,21120054
2159,"Fayetteville-Springdale-Rogers, AR",2015,22474929
2543,"Fayetteville-Springdale-Rogers, AR",2016,23361758
2927,"Fayetteville-Springdale-Rogers, AR",2017,24801712
3311,"Fayetteville-Springdale-Rogers, AR",2018,25946875
3695,"Fayetteville-Springdale-Rogers, AR",2019,26664865
4079,"Fayetteville-Springdale-Rogers, AR",2020,27779200
4463,"Fayetteville-Springdale-Rogers, AR",2021,28893105
4847,"Fayetteville-Springdale-Rogers, AR",2022,30006579
5231,"Fayetteville-Springdale-Rogers, AR",2023,31119622
5615,"Fayetteville-Springdale-Rogers, AR",2024,32232235
284,"Flagstaff, AZ",2010,5935870
668,"Flagstaff, AZ",2011,6390245
1052,"Flagstaff, AZ",2012,6175325
1436,"Flagstaff, AZ",2013,6594153
1820,"Flagstaff, AZ",2014,6729514
2204,"Flagstaff, AZ",2015,7029881
2588,"Flagstaff, AZ",2016,7249923
2972,"Flagstaff, AZ",2017,7781008
3356,"Flagstaff, AZ",2018,7951877
3740,"Flagstaff, AZ",2019,7887058
4124,"Flagstaff, AZ",2020,7870471
4508,"Flagstaff, AZ",2021,7881462
4892,"Flagstaff, AZ",2022,7874179
5276,"Flagstaff, AZ",2023,7879005
5660,"Flagstaff, AZ",2024,7875807
214,"Flint, MI",2010,12577357
598,"Flint, MI",2011,12822834
982,"Flint, MI",2012,13110833
1366,"Flint, MI",2013,13970231
1750,"Flint, MI",2014,14572646
2134,"Flint, MI",2015,15623171
2518,"Flint, MI",2016,15921565
2902,"Flint, MI",2017,15990720
3286,"Flint, MI",2018,16362137
3670,"Flint, MI",2019,16833649
4054,"Flint, MI",2020,17253288
4438,"Flint, MI",2021,17663835
4822,"Flint, MI",2022,18065488
5206,"Flint, MI",2023,18458438
5590,"Flint, MI",2024,18842875
52,"Florence, SC",2010,7297749
436,"Florence, SC",2011,7647717
820,"Florence, SC",2012,7814729
1204,"Florence, SC",2013,8308781
1588,"Florence, SC",2014,8762456
1972,"Florence, SC",2015,9284779
2356,"Florence, SC",2016,9512507
2740,"Florence, SC",2017,9811401
3124,"Florence, SC",2018,10126241
3508,"Florence, SC",2019,10762620
3892,"Florence, SC",2020,11144260
4276,"Florence, SC",2021,11525581
4660,"Florence, SC",2022,11906585
5044,"Florence, SC",2023,12287271
5428,"Florence, SC",2024,12667639
240,"Florence-Muscle Shoals, AL",2010,4491278
624,"Florence-Muscle Shoals, AL",2011,4756095
1008,"Florence-Muscle Shoals, AL",2012,4874126
1392,"Florence-Muscle Shoals, AL",2013,5247827
1776,"Florence-Muscle Shoals, AL",2014,5197494
2160,"Florence-Muscle Shoals, AL",2015,5196283
2544,"Florence-Muscle Shoals, AL",2016,5086903
2928,"Florence-Muscle Shoals, AL",2017,5110808
3312,"Florence-Muscle Shoals, AL",2018,5335876
3696,"Florence-Muscle Shoals, AL",2019,5514012
4080,"Florence-Muscle Shoals, AL",2020,5506685
4464,"Florence-Muscle Shoals, AL",2021,5511756
4848,"Florence-Muscle Shoals, AL",2022,5508246
5232,"Florence-Muscle Shoals, AL",2023,5510676
5616,"Florence-Muscle Shoals, AL",2024,5508994
8,"Fond du Lac, WI",2010,3950234
392,"Fond du Lac, WI",2011,4196394
776,"Fond du Lac, WI",2012,4513009
1160,"Fond du Lac, WI",2013,4682759
1544,"Fond du Lac, WI",2014,4957233
1928,"Fond du Lac, WI",2015,5021103
2312,"Fond du Lac, WI",2016,5006788
2696,"Fond du Lac, WI",2017,5103074
3080,"Fond du Lac, WI",2018,5266576
3464,"Fond du Lac, WI",2019,5552333
3848,"Fond du Lac, WI",2020,5660436
4232,"Fond du Lac, WI",2021,5758559
4616,"Fond du Lac, WI",2022,5847623
5000,"Fond du Lac, WI",2023,5928464
5384,"Fond du Lac, WI",2024,6001841
310,"Fort Collins, CO",2010,12282138
694,"Fort Collins, CO",2011,12556794
1078,"Fort Collins, CO",2012,13108117
1462,"Fort Collins, CO",2013,14009033
1846,"Fort Collins, CO",2014,14957438
2230,"Fort Collins, CO",2015,16087243
2614,"Fort Collins, CO",2016,16978675
2998,"Fort Collins, CO",2017,18509942
3382,"Fort Collins, CO",2018,19828717
3766,"Fort Collins, CO",2019,20736490
4150,"Fort Collins, CO",2020,21671077
4534,"Fort Collins, CO",2021,22605576
4918,"Fort Collins, CO",2022,23539989
5302,"Fort Collins, CO",2023,24474314
5686,"Fort Collins, CO",2024,25408551
154,"Fort Smith, AR-OK",2010,8385279
538,"Fort Smith, AR-OK",2011,8688099
922,"Fort Smith, AR-OK",2012,8742932
1306,"Fort Smith, AR-OK",2013,8725748
1690,"Fort Smith, AR-OK",2014,8794919
2074,"Fort Smith, AR-OK",2015,8885124
2458,"Fort Smith, AR-OK",2016,8968154
2842,"Fort Smith, AR-OK",2017,9168248
3226,"Fort Smith, AR-OK",2018,9486128
3610,"Fort Smith, AR-OK",2019,9789778
3994,"Fort Smith, AR-OK",2020,9803882
4378,"Fort Smith, AR-OK",2021,9807002
4762,"Fort Smith, AR-OK",2022,9807693
5146,"Fort Smith, AR-OK",2023,9807845
5530,"Fort Smith, AR-OK",2024,9807879
285,"Fort Wayne, IN",2010,15820310
669,"Fort Wayne, IN",2011,16219197
1053,"Fort Wayne, IN",2012,17299373
1437,"Fort Wayne, IN",2013,17581806
1821,"Fort Wayne, IN",2014,19195014
2205,"Fort Wayne, IN",2015,20432236
2589,"Fort Wayne, IN",2016,20973849
2973,"Fort Wayne, IN",2017,21918802
3357,"Fort Wayne, IN",2018,23166561
3741,"Fort Wayne, IN",2019,24084524
4125,"Fort Wayne, IN",2020,24997177
4509,"Fort Wayne, IN",2021,25909754
4893,"Fort Wayne, IN",2022,26822255
5277,"Fort Wayne, IN",2023,27734680
5661,"Fort Wayne, IN",2024,28647029
94,"Fresno, CA",2010,34079616
478,"Fresno, CA",2011,35720696
862,"Fresno, CA",2012,35315551
1246,"Fresno, CA",2013,37604735
1630,"Fresno, CA",2014,39655788
2014,"Fresno, CA",2015,41530645
2398,"Fresno, CA",2016,43135475
2782,"Fresno, CA",2017,45781155
3166,"Fresno, CA",2018,47838637
3550,"Fresno, CA",2019,50736641
3934,"Fresno, CA",2020,52580474
4318,"Fresno, CA",2021,54424193
4702,"Fresno, CA",2022,56267796
5086,"Fresno, CA",2023,58111283
5470,"Fresno, CA",2024,59954655
128,"Gadsden, AL",2010,2695319
512,"Gadsden, AL",2011,2753803
896,"Gadsden, AL",2012,2804122
1280,"Gadsden, AL",2013,2852227
1664,"Gadsden, AL",2014,2896115
2048,"Gadsden, AL",2015,3031903
2432,"Gadsden, AL",2016,3101279
2816,"Gadsden, AL",2017,3162568
3200,"Gadsden, AL",2018,3262625
3584,"Gadsden, AL",2019,3348964
3968,"Gadsden, AL",2020,3421102
4352,"Gadsden, AL",2021,3493217
4736,"Gadsden, AL",2022,3565307
5120,"Gadsden, AL",2023,3637373
5504,"Gadsden, AL",2024,3709414
53,"Gainesville, FL",2010,11736288
437,"Gainesville, FL",2011,11692875
821,"Gainesville, FL",2012,11969561
1205,"Gainesville, FL",2013,12325163
1589,"Gainesville, FL",2014,12956262
1973,"Gainesville, FL",2015,13594170
2357,"Gainesville, FL",2016,14146764
2741,"Gainesville, FL",2017,14712003
3125,"Gainesville, FL",2018,15563236
3509,"Gainesville, FL",2019,16349642
3893,"Gainesville, FL",2020,16859870
4277,"Gainesville, FL",2021,17370064
4661,"Gainesville, FL",2022,17880223
5045,"Gainesville, FL",2023,18390347
5429,"Gainesville, FL",2024,18900435
341,"Gainesville, GA",2010,6517240
725,"Gainesville, GA",2011,6933713
1109,"Gainesville, GA",2012,7181413
1493,"Gainesville, GA",2013,7540583
1877,"Gainesville, GA",2014,8007096
2261,"Gainesville, GA",2015,8745339
2645,"Gainesville, GA",2016,9325104
3029,"Gainesville, GA",2017,10038652
3413,"Gainesville, GA",2018,10638566
3797,"Gainesville, GA",2019,11123749
4181,"Gainesville, GA",2020,11633906
4565,"Gainesville, GA",2021,12143984
4949,"Gainesville, GA",2022,12653981
5333,"Gainesville, GA",2023,13163898
5717,"Gainesville, GA",2024,13673735
31,"Gettysburg, PA",2010,3014903
415,"Gettysburg, PA",2011,3129842
799,"Gettysburg, PA",2012,3283602
1183,"Gettysburg, PA",2013,3382841
1567,"Gettysburg, PA",2014,3472589
1951,"Gettysburg, PA",2015,3601686
2335,"Gettysburg, PA",2016,3724834
2719,"Gettysburg, PA",2017,3916095
3103,"Gettysburg, PA",2018,3942840
3487,"Gettysburg, PA",2019,4071123
3871,"Gettysburg, PA",2020,4178103
4255,"Gettysburg, PA",2021,4283213
4639,"Gettysburg, PA",2022,4386484
5023,"Gettysburg, PA",2023,4487949
5407,"Gettysburg, PA",2024,4587640
262,"Glens Falls, NY",2010,5110854
646,"Glens Falls, NY",2011,5116349
1030,"Glens Falls, NY",2012,5235284
1414,"Glens Falls, NY",2013,5372909
1798,"Glens Falls, NY",2014,5552968
2182,"Glens Falls, NY",2015,5707398
2566,"Glens Falls, NY",2016,5796962
2950,"Glens Falls, NY",2017,6017169
3334,"Glens Falls, NY",2018,6268909
3718,"Glens Falls, NY",2019,6664036
4102,"Glens Falls, NY",2020,6835981
4486,"Glens Falls, NY",2021,7007915
4870,"Glens Falls, NY",2022,7179839
5254,"Glens Falls, NY",2023,7351752
5638,"Glens Falls, NY",2024,7523654
342,"Goldsboro, NC",2010,4421189
726,"Goldsboro, NC",2011,4345990
1110,"Goldsboro, NC",2012,4440161
1494,"Goldsboro, NC",2013,4680964
1878,"Goldsboro, NC",2014,4651812
2262,"Goldsboro, NC",2015,4738882
2646,"Goldsboro, NC",2016,4752322
3030,"Goldsboro, NC",2017,4819800
3414,"Goldsboro, NC",2018,4992136
