,MSA,year,value
1234,"Columbus, OH",2013,45760
1618,"Columbus, OH",2014,46470
2002,"Columbus, OH",2015,47420
2386,"Columbus, OH",2016,48850
2770,"Columbus, OH",2017,50020
3154,"Columbus, OH",2018,51260
3538,"Columbus, OH",2019,52130
3922,"Columbus, OH",2020,53097
4306,"Columbus, OH",2021,54057
4690,"Columbus, OH",2022,55017
5074,"Columbus, OH",2023,55977
5458,"Columbus, OH",2024,56938
83,"Corpus Christi, TX",2010,36100
467,"Corpus Christi, TX",2011,36830
851,"Corpus Christi, TX",2012,38030
1235,"Corpus Christi, TX",2013,38510
1619,"Corpus Christi, TX",2014,40400
2003,"Corpus Christi, TX",2015,41970
2387,"Corpus Christi, TX",2016,43810
2771,"Corpus Christi, TX",2017,44710
3155,"Corpus Christi, TX",2018,43960
3539,"Corpus Christi, TX",2019,44540
3923,"Corpus Christi, TX",2020,45089
4307,"Corpus Christi, TX",2021,45585
4691,"Corpus Christi, TX",2022,46032
5075,"Corpus Christi, TX",2023,46436
5459,"Corpus Christi, TX",2024,46802
84,"Corvallis, OR",2010,47120
468,"Corvallis, OR",2011,47390
852,"Corvallis, OR",2012,48100
1236,"Corvallis, OR",2013,49960
1620,"Corvallis, OR",2014,50870
2004,"Corvallis, OR",2015,52130
2388,"Corvallis, OR",2016,50680
2772,"Corvallis, OR",2017,52590
3156,"Corvallis, OR",2018,53110
3540,"Corvallis, OR",2019,56390
3924,"Corvallis, OR",2020,55854
4308,"Corvallis, OR",2021,56314
4692,"Corvallis, OR",2022,55883
5076,"Corvallis, OR",2023,56288
5460,"Corvallis, OR",2024,55908
85,"Crestview-Fort Walton Beach-Destin, FL",2010,39680
469,"Crestview-Fort Walton Beach-Destin, FL",2011,40630
853,"Crestview-Fort Walton Beach-Destin, FL",2012,40940
1237,"Crestview-Fort Walton Beach-Destin, FL",2013,41050
1621,"Crestview-Fort Walton Beach-Destin, FL",2014,41910
2005,"Crestview-Fort Walton Beach-Destin, FL",2015,40780
2389,"Crestview-Fort Walton Beach-Destin, FL",2016,42560
2773,"Crestview-Fort Walton Beach-Destin, FL",2017,43130
3157,"Crestview-Fort Walton Beach-Destin, FL",2018,44030
3541,"Crestview-Fort Walton Beach-Destin, FL",2019,45980
3925,"Crestview-Fort Walton Beach-Destin, FL",2020,46657
4309,"Crestview-Fort Walton Beach-Destin, FL",2021,47322
4693,"Crestview-Fort Walton Beach-Destin, FL",2022,47987
5077,"Crestview-Fort Walton Beach-Destin, FL",2023,48652
5461,"Crestview-Fort Walton Beach-Destin, FL",2024,49317
86,"Cumberland, MD-WV",2010,37410
470,"Cumberland, MD-WV",2011,37340
854,"Cumberland, MD-WV",2012,37890
1238,"Cumberland, MD-WV",2013,38700
1622,"Cumberland, MD-WV",2014,40700
2006,"Cumberland, MD-WV",2015,41780
2390,"Cumberland, MD-WV",2016,42750
2774,"Cumberland, MD-WV",2017,43130
3158,"Cumberland, MD-WV",2018,44100
3542,"Cumberland, MD-WV",2019,44990
3926,"Cumberland, MD-WV",2020,45904
4310,"Cumberland, MD-WV",2021,46816
4694,"Cumberland, MD-WV",2022,47728
5078,"Cumberland, MD-WV",2023,48640
5462,"Cumberland, MD-WV",2024,49551
87,"Dallas-Fort Worth-Arlington, TX",2010,46860
471,"Dallas-Fort Worth-Arlington, TX",2011,47620
855,"Dallas-Fort Worth-Arlington, TX",2012,47450
1239,"Dallas-Fort Worth-Arlington, TX",2013,48310
1623,"Dallas-Fort Worth-Arlington, TX",2014,49060
2007,"Dallas-Fort Worth-Arlington, TX",2015,50480
2391,"Dallas-Fort Worth-Arlington, TX",2016,51890
2775,"Dallas-Fort Worth-Arlington, TX",2017,52720
3159,"Dallas-Fort Worth-Arlington, TX",2018,52590
3543,"Dallas-Fort Worth-Arlington, TX",2019,53800
3927,"Dallas-Fort Worth-Arlington, TX",2020,54519
4311,"Dallas-Fort Worth-Arlington, TX",2021,55238
4695,"Dallas-Fort Worth-Arlington, TX",2022,55957
5079,"Dallas-Fort Worth-Arlington, TX",2023,56676
5463,"Dallas-Fort Worth-Arlington, TX",2024,57395
88,"Dalton, GA",2010,34790
472,"Dalton, GA",2011,35480
856,"Dalton, GA",2012,35910
1240,"Dalton, GA",2013,36650
1624,"Dalton, GA",2014,37580
2008,"Dalton, GA",2015,38030
2392,"Dalton, GA",2016,38350
2776,"Dalton, GA",2017,39210
3160,"Dalton, GA",2018,39830
3544,"Dalton, GA",2019,40850
3928,"Dalton, GA",2020,41505
4312,"Dalton, GA",2021,42155
4696,"Dalton, GA",2022,42805
5080,"Dalton, GA",2023,43455
5464,"Dalton, GA",2024,44105
89,"Danville, IL",2010,36820
473,"Danville, IL",2011,38320
857,"Danville, IL",2012,39230
1241,"Danville, IL",2013,40610
1625,"Danville, IL",2014,40360
2009,"Danville, IL",2015,41560
2393,"Danville, IL",2016,42210
2777,"Danville, IL",2017,43140
3161,"Danville, IL",2018,43900
3545,"Danville, IL",2019,44220
3929,"Danville, IL",2020,44729
4313,"Danville, IL",2021,45213
4697,"Danville, IL",2022,45661
5081,"Danville, IL",2023,46077
5465,"Danville, IL",2024,46463
90,"Daphne-Fairhope-Foley, AL",2010,34620
474,"Daphne-Fairhope-Foley, AL",2011,34990
858,"Daphne-Fairhope-Foley, AL",2012,35320
1242,"Daphne-Fairhope-Foley, AL",2013,35040
1626,"Daphne-Fairhope-Foley, AL",2014,35070
2010,"Daphne-Fairhope-Foley, AL",2015,34860
2394,"Daphne-Fairhope-Foley, AL",2016,35280
2778,"Daphne-Fairhope-Foley, AL",2017,36110
3162,"Daphne-Fairhope-Foley, AL",2018,37040
3546,"Daphne-Fairhope-Foley, AL",2019,38150
3930,"Daphne-Fairhope-Foley, AL",2020,38285
4314,"Daphne-Fairhope-Foley, AL",2021,38344
4698,"Daphne-Fairhope-Foley, AL",2022,38332
5082,"Daphne-Fairhope-Foley, AL",2023,38344
5466,"Daphne-Fairhope-Foley, AL",2024,38338
91,"Davenport-Moline-Rock Island, IA-IL",2010,39260
475,"Davenport-Moline-Rock Island, IA-IL",2011,39570
859,"Davenport-Moline-Rock Island, IA-IL",2012,39920
1243,"Davenport-Moline-Rock Island, IA-IL",2013,40800
1627,"Davenport-Moline-Rock Island, IA-IL",2014,42110
2011,"Davenport-Moline-Rock Island, IA-IL",2015,43690
2395,"Davenport-Moline-Rock Island, IA-IL",2016,44850
2779,"Davenport-Moline-Rock Island, IA-IL",2017,46180
3163,"Davenport-Moline-Rock Island, IA-IL",2018,47220
3547,"Davenport-Moline-Rock Island, IA-IL",2019,47550
3931,"Davenport-Moline-Rock Island, IA-IL",2020,48573
4315,"Davenport-Moline-Rock Island, IA-IL",2021,49542
4699,"Davenport-Moline-Rock Island, IA-IL",2022,50516
5083,"Davenport-Moline-Rock Island, IA-IL",2023,51489
5467,"Davenport-Moline-Rock Island, IA-IL",2024,52462
92,"Dayton-Kettering, OH",2010,42410
476,"Dayton-Kettering, OH",2011,43150
860,"Dayton-Kettering, OH",2012,43800
1244,"Dayton-Kettering, OH",2013,44510
1628,"Dayton-Kettering, OH",2014,45160
2012,"Dayton-Kettering, OH",2015,46000
2396,"Dayton-Kettering, OH",2016,47280
2780,"Dayton-Kettering, OH",2017,48700
3164,"Dayton-Kettering, OH",2018,50100
3548,"Dayton-Kettering, OH",2019,51560
3932,"Dayton-Kettering, OH",2020,52573
4316,"Dayton-Kettering, OH",2021,53595
4700,"Dayton-Kettering, OH",2022,54617
5084,"Dayton-Kettering, OH",2023,55639
5468,"Dayton-Kettering, OH",2024,56661
93,"Decatur, AL",2010,36850
477,"Decatur, AL",2011,37630
861,"Decatur, AL",2012,37940
1245,"Decatur, AL",2013,39450
1629,"Decatur, AL",2014,39510
2013,"Decatur, AL",2015,41120
2397,"Decatur, AL",2016,41620
2781,"Decatur, AL",2017,41660
3165,"Decatur, AL",2018,40560
3549,"Decatur, AL",2019,42910
3933,"Decatur, AL",2020,43563
4317,"Decatur, AL",2021,44221
4701,"Decatur, AL",2022,44880
5085,"Decatur, AL",2023,45538
5469,"Decatur, AL",2024,46196
94,"Decatur, IL",2010,39840
478,"Decatur, IL",2011,40660
862,"Decatur, IL",2012,42060
1246,"Decatur, IL",2013,41390
1630,"Decatur, IL",2014,40570
2014,"Decatur, IL",2015,41430
2398,"Decatur, IL",2016,42930
2782,"Decatur, IL",2017,44900
3166,"Decatur, IL",2018,45450
3550,"Decatur, IL",2019,45790
3934,"Decatur, IL",2020,45822
4318,"Decatur, IL",2021,45850
4702,"Decatur, IL",2022,45848
5086,"Decatur, IL",2023,45851
5470,"Decatur, IL",2024,45850
95,"Deltona-Daytona Beach-Ormond Beach, FL",2010,35270
479,"Deltona-Daytona Beach-Ormond Beach, FL",2011,35800
863,"Deltona-Daytona Beach-Ormond Beach, FL",2012,36070
1247,"Deltona-Daytona Beach-Ormond Beach, FL",2013,36060
1631,"Deltona-Daytona Beach-Ormond Beach, FL",2014,36400
2015,"Deltona-Daytona Beach-Ormond Beach, FL",2015,36980
2399,"Deltona-Daytona Beach-Ormond Beach, FL",2016,38010
2783,"Deltona-Daytona Beach-Ormond Beach, FL",2017,38710
3167,"Deltona-Daytona Beach-Ormond Beach, FL",2018,39790
3551,"Deltona-Daytona Beach-Ormond Beach, FL",2019,40930
3935,"Deltona-Daytona Beach-Ormond Beach, FL",2020,41553
4319,"Deltona-Daytona Beach-Ormond Beach, FL",2021,42165
4703,"Deltona-Daytona Beach-Ormond Beach, FL",2022,42776
5087,"Deltona-Daytona Beach-Ormond Beach, FL",2023,43387
5471,"Deltona-Daytona Beach-Ormond Beach, FL",2024,43999
96,"Denver-Aurora-Lakewood, CO ",2010,49440
480,"Denver-Aurora-Lakewood, CO ",2011,50320
864,"Denver-Aurora-Lakewood, CO ",2012,50960
1248,"Denver-Aurora-Lakewood, CO ",2013,52110
1632,"Denver-Aurora-Lakewood, CO ",2014,53060
2016,"Denver-Aurora-Lakewood, CO ",2015,54450
2400,"Denver-Aurora-Lakewood, CO ",2016,55910
2784,"Denver-Aurora-Lakewood, CO ",2017,57400
3168,"Denver-Aurora-Lakewood, CO ",2018,59440
3552,"Denver-Aurora-Lakewood, CO ",2019,61540
3936,"Denver-Aurora-Lakewood, CO ",2020,61527
4320,"Denver-Aurora-Lakewood, CO ",2021,61621
4704,"Denver-Aurora-Lakewood, CO ",2022,61531
5088,"Denver-Aurora-Lakewood, CO ",2023,61620
5472,"Denver-Aurora-Lakewood, CO ",2024,61532
97,"Des Moines-West Des Moines, IA",2010,43100
481,"Des Moines-West Des Moines, IA",2011,44060
865,"Des Moines-West Des Moines, IA",2012,44910
1249,"Des Moines-West Des Moines, IA",2013,45310
1633,"Des Moines-West Des Moines, IA",2014,46600
2017,"Des Moines-West Des Moines, IA",2015,47170
2401,"Des Moines-West Des Moines, IA",2016,49420
2785,"Des Moines-West Des Moines, IA",2017,50600
3169,"Des Moines-West Des Moines, IA",2018,52220
3553,"Des Moines-West Des Moines, IA",2019,52890
3937,"Des Moines-West Des Moines, IA",2020,53997
4321,"Des Moines-West Des Moines, IA",2021,55095
4705,"Des Moines-West Des Moines, IA",2022,56194
5089,"Des Moines-West Des Moines, IA",2023,57292
5473,"Des Moines-West Des Moines, IA",2024,58391
98,"Detroit-Warren-Dearborn, MI",2010,47530
482,"Detroit-Warren-Dearborn, MI",2011,48340
866,"Detroit-Warren-Dearborn, MI",2012,48870
1250,"Detroit-Warren-Dearborn, MI",2013,49080
1634,"Detroit-Warren-Dearborn, MI",2014,50550
2018,"Detroit-Warren-Dearborn, MI",2015,50980
2402,"Detroit-Warren-Dearborn, MI",2016,51500
2786,"Detroit-Warren-Dearborn, MI",2017,52460
3170,"Detroit-Warren-Dearborn, MI",2018,53690
3554,"Detroit-Warren-Dearborn, MI",2019,54940
3938,"Detroit-Warren-Dearborn, MI",2020,55755
4322,"Detroit-Warren-Dearborn, MI",2021,56571
4706,"Detroit-Warren-Dearborn, MI",2022,57388
5090,"Detroit-Warren-Dearborn, MI",2023,58205
5474,"Detroit-Warren-Dearborn, MI",2024,59022
99,"Dothan, AL",2010,34510
483,"Dothan, AL",2011,34700
867,"Dothan, AL",2012,35150
1251,"Dothan, AL",2013,35440
1635,"Dothan, AL",2014,36020
2019,"Dothan, AL",2015,36850
2403,"Dothan, AL",2016,37990
2787,"Dothan, AL",2017,38790
3171,"Dothan, AL",2018,39170
3555,"Dothan, AL",2019,40690
3939,"Dothan, AL",2020,41327
4323,"Dothan, AL",2021,42056
4707,"Dothan, AL",2022,42775
5091,"Dothan, AL",2023,43495
5475,"Dothan, AL",2024,44215
100,"Dover, DE",2010,39130
484,"Dover, DE",2011,40270
868,"Dover, DE",2012,40330
1252,"Dover, DE",2013,42030
1636,"Dover, DE",2014,41320
2020,"Dover, DE",2015,42110
2404,"Dover, DE",2016,43430
2788,"Dover, DE",2017,44910
3172,"Dover, DE",2018,45120
3556,"Dover, DE",2019,46440
3940,"Dover, DE",2020,47220
4324,"Dover, DE",2021,47994
4708,"Dover, DE",2022,48767
5092,"Dover, DE",2023,49540
5476,"Dover, DE",2024,50312
101,"Dubuque, IA",2010,36070
485,"Dubuque, IA",2011,38370
869,"Dubuque, IA",2012,38250
1253,"Dubuque, IA",2013,38970
1637,"Dubuque, IA",2014,38490
2021,"Dubuque, IA",2015,39470
2405,"Dubuque, IA",2016,40610
2789,"Dubuque, IA",2017,42410
3173,"Dubuque, IA",2018,44850
3557,"Dubuque, IA",2019,46740
3941,"Dubuque, IA",2020,46681
4325,"Dubuque, IA",2021,46942
4709,"Dubuque, IA",2022,46718
5093,"Dubuque, IA",2023,46935
5477,"Dubuque, IA",2024,46728
102,"Duluth, MN-WI",2010,39120
486,"Duluth, MN-WI",2011,39680
870,"Duluth, MN-WI",2012,40410
1254,"Duluth, MN-WI",2013,40700
1638,"Duluth, MN-WI",2014,41400
2022,"Duluth, MN-WI",2015,42160
2406,"Duluth, MN-WI",2016,43970
2790,"Duluth, MN-WI",2017,45730
3174,"Duluth, MN-WI",2018,47080
3558,"Duluth, MN-WI",2019,48390
3942,"Duluth, MN-WI",2020,49432
4326,"Duluth, MN-WI",2021,50484
4710,"Duluth, MN-WI",2022,51535
5094,"Duluth, MN-WI",2023,52586
5478,"Duluth, MN-WI",2024,53638
103,"Durham-Chapel Hill, NC",2010,53220
487,"Durham-Chapel Hill, NC",2011,53930
871,"Durham-Chapel Hill, NC",2012,54500
1255,"Durham-Chapel Hill, NC",2013,54400
1639,"Durham-Chapel Hill, NC",2014,55840
2023,"Durham-Chapel Hill, NC",2015,56980
2407,"Durham-Chapel Hill, NC",2016,57850
2791,"Durham-Chapel Hill, NC",2017,59340
3175,"Durham-Chapel Hill, NC",2018,59940
3559,"Durham-Chapel Hill, NC",2019,61220
3943,"Durham-Chapel Hill, NC",2020,62107
4327,"Durham-Chapel Hill, NC",2021,63003
4711,"Durham-Chapel Hill, NC",2022,63900
5095,"Durham-Chapel Hill, NC",2023,64796
5479,"Durham-Chapel Hill, NC",2024,65692
104,"East Stroudsburg, PA",2010,37110
488,"East Stroudsburg, PA",2011,37920
872,"East Stroudsburg, PA",2012,37980
1256,"East Stroudsburg, PA",2013,39530
1640,"East Stroudsburg, PA",2014,40130
2024,"East Stroudsburg, PA",2015,41330
2408,"East Stroudsburg, PA",2016,41840
2792,"East Stroudsburg, PA",2017,43220
3176,"East Stroudsburg, PA",2018,43830
3560,"East Stroudsburg, PA",2019,44980
3944,"East Stroudsburg, PA",2020,45862
4328,"East Stroudsburg, PA",2021,46756
4712,"East Stroudsburg, PA",2022,47649
5096,"East Stroudsburg, PA",2023,48543
5480,"East Stroudsburg, PA",2024,49437
105,"Eau Claire, WI",2010,51100
489,"Eau Claire, WI",2011,51640
873,"Eau Claire, WI",2012,51860
1257,"Eau Claire, WI",2013,52790
1641,"Eau Claire, WI",2014,54210
2025,"Eau Claire, WI",2015,41330
2409,"Eau Claire, WI",2016,41840
2793,"Eau Claire, WI",2017,43220
3177,"Eau Claire, WI",2018,43830
3561,"Eau Claire, WI",2019,44980
3945,"Eau Claire, WI",2020,44499
4329,"Eau Claire, WI",2021,44036
4713,"Eau Claire, WI",2022,43637
5097,"Eau Claire, WI",2023,43293
5481,"Eau Claire, WI",2024,42998
109,"El Centro, CA",2010,39550
493,"El Centro, CA",2011,40860
877,"El Centro, CA",2012,40380
1261,"El Centro, CA",2013,40750
1645,"El Centro, CA",2014,40550
2029,"El Centro, CA",2015,41710
2413,"El Centro, CA",2016,44050
2797,"El Centro, CA",2017,43950
3181,"El Centro, CA",2018,45540
3565,"El Centro, CA",2019,47030
3949,"El Centro, CA",2020,47071
4333,"El Centro, CA",2021,47062
4717,"El Centro, CA",2022,47066
5101,"El Centro, CA",2023,47064
5485,"El Centro, CA",2024,47065
106,"El Paso, TX",2010,35120
490,"El Paso, TX",2011,35190
874,"El Paso, TX",2012,35550
1258,"El Paso, TX",2013,36020
1642,"El Paso, TX",2014,36410
2026,"El Paso, TX",2015,36980
2410,"El Paso, TX",2016,37440
2794,"El Paso, TX",2017,38610
3178,"El Paso, TX",2018,39100
3562,"El Paso, TX",2019,40460
3946,"El Paso, TX",2020,40994
4330,"El Paso, TX",2021,41636
4714,"El Paso, TX",2022,42264
5098,"El Paso, TX",2023,42894
5482,"El Paso, TX",2024,43524
107,"Elizabethtown-Fort Knox, KY",2010,37230
491,"Elizabethtown-Fort Knox, KY",2011,38400
875,"Elizabethtown-Fort Knox, KY",2012,38590
1259,"Elizabethtown-Fort Knox, KY",2013,38220
1643,"Elizabethtown-Fort Knox, KY",2014,38690
2027,"Elizabethtown-Fort Knox, KY",2015,38960
2411,"Elizabethtown-Fort Knox, KY",2016,40840
2795,"Elizabethtown-Fort Knox, KY",2017,41810
3179,"Elizabethtown-Fort Knox, KY",2018,43280
3563,"Elizabethtown-Fort Knox, KY",2019,43950
3947,"Elizabethtown-Fort Knox, KY",2020,44414
4331,"Elizabethtown-Fort Knox, KY",2021,44134
4715,"Elizabethtown-Fort Knox, KY",2022,44444
5099,"Elizabethtown-Fort Knox, KY",2023,44139
5483,"Elizabethtown-Fort Knox, KY",2024,44445
108,"Elkhart-Goshen, IN",2010,36930
492,"Elkhart-Goshen, IN",2011,36590
876,"Elkhart-Goshen, IN",2012,36630
1260,"Elkhart-Goshen, IN",2013,37010
1644,"Elkhart-Goshen, IN",2014,37680
2028,"Elkhart-Goshen, IN",2015,40060
2412,"Elkhart-Goshen, IN",2016,41130
2796,"Elkhart-Goshen, IN",2017,42250
3180,"Elkhart-Goshen, IN",2018,43640
3564,"Elkhart-Goshen, IN",2019,44680
3948,"Elkhart-Goshen, IN",2020,45644
4332,"Elkhart-Goshen, IN",2021,46614
4716,"Elkhart-Goshen, IN",2022,47583
5100,"Elkhart-Goshen, IN",2023,48553
5484,"Elkhart-Goshen, IN",2024,49522
110,"Elmira, NY",2010,40300
494,"Elmira, NY",2011,41130
878,"Elmira, NY",2012,41070
1262,"Elmira, NY",2013,41520
1646,"Elmira, NY",2014,42000
2030,"Elmira, NY",2015,43520
2414,"Elmira, NY",2016,44810
2798,"Elmira, NY",2017,45460
3182,"Elmira, NY",2018,46230
3566,"Elmira, NY",2019,47170
3950,"Elmira, NY",2020,47912
4334,"Elmira, NY",2021,48649
4718,"Elmira, NY",2022,49386
5102,"Elmira, NY",2023,50123
5486,"Elmira, NY",2024,50861
111,"Enid, OK",2010,34840
495,"Enid, OK",2011,36310
879,"Enid, OK",2012,35820
1263,"Enid, OK",2013,36400
1647,"Enid, OK",2014,36520
2031,"Enid, OK",2015,36210
2415,"Enid, OK",2016,38170
2799,"Enid, OK",2017,38600
3183,"Enid, OK",2018,39510
3567,"Enid, OK",2019,40410
3951,"Enid, OK",2020,40460
4335,"Enid, OK",2021,40444
4719,"Enid, OK",2022,40449
5103,"Enid, OK",2023,40447
5487,"Enid, OK",2024,40448
112,"Erie, PA",2010,36800
496,"Erie, PA",2011,37870
880,"Erie, PA",2012,37620
1264,"Erie, PA",2013,38620
1648,"Erie, PA",2014,38020
2032,"Erie, PA",2015,39410
2416,"Erie, PA",2016,39810
2800,"Erie, PA",2017,40910
3184,"Erie, PA",2018,41480
3568,"Erie, PA",2019,42670
3952,"Erie, PA",2020,43296
4336,"Erie, PA",2021,43910
4720,"Erie, PA",2022,44524
5104,"Erie, PA",2023,45138
5488,"Erie, PA",2024,45751
113,"Eugene-Springfield, OR",2010,40900
497,"Eugene-Springfield, OR",2011,41820
881,"Eugene-Springfield, OR",2012,42460
1265,"Eugene-Springfield, OR",2013,42460
1649,"Eugene-Springfield, OR",2014,42970
2033,"Eugene-Springfield, OR",2015,43290
2417,"Eugene-Springfield, OR",2016,43850
2801,"Eugene-Springfield, OR",2017,46210
3185,"Eugene-Springfield, OR",2018,47320
3569,"Eugene-Springfield, OR",2019,48820
3953,"Eugene-Springfield, OR",2020,49679
4337,"Eugene-Springfield, OR",2021,50532
4721,"Eugene-Springfield, OR",2022,51386
5105,"Eugene-Springfield, OR",2023,52239
5489,"Eugene-Springfield, OR",2024,53091
114,"Evansville, IN-KY",2010,39070
498,"Evansville, IN-KY",2011,39260
882,"Evansville, IN-KY",2012,38800
1266,"Evansville, IN-KY",2013,38920
1650,"Evansville, IN-KY",2014,40090
2034,"Evansville, IN-KY",2015,41690
2418,"Evansville, IN-KY",2016,42660
2802,"Evansville, IN-KY",2017,43360
3186,"Evansville, IN-KY",2018,43840
3570,"Evansville, IN-KY",2019,44640
3954,"Evansville, IN-KY",2020,45252
4338,"Evansville, IN-KY",2021,45868
4722,"Evansville, IN-KY",2022,46483
5106,"Evansville, IN-KY",2023,47096
5490,"Evansville, IN-KY",2024,47707
115,"Fairbanks, AK ",2010,50350
499,"Fairbanks, AK ",2011,53050
883,"Fairbanks, AK ",2012,53120
1267,"Fairbanks, AK ",2013,54440
1651,"Fairbanks, AK ",2014,54920
2035,"Fairbanks, AK ",2015,55410
2419,"Fairbanks, AK ",2016,55580
2803,"Fairbanks, AK ",2017,56760
3187,"Fairbanks, AK ",2018,57570
3571,"Fairbanks, AK ",2019,57150
3955,"Fairbanks, AK ",2020,57383
4339,"Fairbanks, AK ",2021,57688
4723,"Fairbanks, AK ",2022,57986
5107,"Fairbanks, AK ",2023,58265
5491,"Fairbanks, AK ",2024,58527
116,"Fargo, ND-MN",2010,37720
500,"Fargo, ND-MN",2011,39180
884,"Fargo, ND-MN",2012,40390
1268,"Fargo, ND-MN",2013,40830
1652,"Fargo, ND-MN",2014,42180
2036,"Fargo, ND-MN",2015,43680
2420,"Fargo, ND-MN",2016,45610
2804,"Fargo, ND-MN",2017,47170
3188,"Fargo, ND-MN",2018,49260
3572,"Fargo, ND-MN",2019,50360
3956,"Fargo, ND-MN",2020,51736
4340,"Fargo, ND-MN",2021,53117
4724,"Fargo, ND-MN",2022,54497
5108,"Fargo, ND-MN",2023,55877
5492,"Fargo, ND-MN",2024,57257
117,"Farmington, NM",2010,38650
501,"Farmington, NM",2011,39280
885,"Farmington, NM",2012,40980
1269,"Farmington, NM",2013,40830
1653,"Farmington, NM",2014,41030
2037,"Farmington, NM",2015,42510
2421,"Farmington, NM",2016,42480
2805,"Farmington, NM",2017,43580
3189,"Farmington, NM",2018,43980
3573,"Farmington, NM",2019,45610
3957,"Farmington, NM",2020,45752
4341,"Farmington, NM",2021,46030
4725,"Farmington, NM",2022,46057
5109,"Farmington, NM",2023,46104
5493,"Farmington, NM",2024,46109
118,"Fayetteville, NC",2010,36530
502,"Fayetteville, NC",2011,37930
886,"Fayetteville, NC",2012,39310
1270,"Fayetteville, NC",2013,40150
1654,"Fayetteville, NC",2014,40550
2038,"Fayetteville, NC",2015,40680
2422,"Fayetteville, NC",2016,41190
2806,"Fayetteville, NC",2017,41680
3190,"Fayetteville, NC",2018,42750
3574,"Fayetteville, NC",2019,43520
3958,"Fayetteville, NC",2020,44027
4342,"Fayetteville, NC",2021,44380
4726,"Fayetteville, NC",2022,44619
5110,"Fayetteville, NC",2023,44783
5494,"Fayetteville, NC",2024,44895
119,"Fayetteville-Springdale-Rogers, AR",2010,38900
503,"Fayetteville-Springdale-Rogers, AR",2011,40390
887,"Fayetteville-Springdale-Rogers, AR",2012,41760
1271,"Fayetteville-Springdale-Rogers, AR",2013,41560
1655,"Fayetteville-Springdale-Rogers, AR",2014,42410
2039,"Fayetteville-Springdale-Rogers, AR",2015,43570
2423,"Fayetteville-Springdale-Rogers, AR",2016,44980
2807,"Fayetteville-Springdale-Rogers, AR",2017,45830
3191,"Fayetteville-Springdale-Rogers, AR",2018,46470
3575,"Fayetteville-Springdale-Rogers, AR",2019,47600
3959,"Fayetteville-Springdale-Rogers, AR",2020,47827
4343,"Fayetteville-Springdale-Rogers, AR",2021,47982
4727,"Fayetteville-Springdale-Rogers, AR",2022,47987
5111,"Fayetteville-Springdale-Rogers, AR",2023,48014
5495,"Fayetteville-Springdale-Rogers, AR",2024,48009
120,"Flagstaff, AZ",2010,39300
504,"Flagstaff, AZ",2011,38650
888,"Flagstaff, AZ",2012,38770
1272,"Flagstaff, AZ",2013,39020
1656,"Flagstaff, AZ",2014,40710
2040,"Flagstaff, AZ",2015,41550
2424,"Flagstaff, AZ",2016,42880
2808,"Flagstaff, AZ",2017,42690
3192,"Flagstaff, AZ",2018,44430
3576,"Flagstaff, AZ",2019,45270
3960,"Flagstaff, AZ",2020,45681
4344,"Flagstaff, AZ",2021,45273
4728,"Flagstaff, AZ",2022,45681
5112,"Flagstaff, AZ",2023,45273
5496,"Flagstaff, AZ",2024,45681
121,"Flint, MI",2010,40290
505,"Flint, MI",2011,41230
889,"Flint, MI",2012,41570
1273,"Flint, MI",2013,41570
1657,"Flint, MI",2014,41740
2041,"Flint, MI",2015,42930
2425,"Flint, MI",2016,44140
2809,"Flint, MI",2017,45820
3193,"Flint, MI",2018,46300
3577,"Flint, MI",2019,47300
3961,"Flint, MI",2020,48035
4345,"Flint, MI",2021,48765
4729,"Flint, MI",2022,49494
5113,"Flint, MI",2023,50222
5497,"Flint, MI",2024,50951
122,"Florence, SC",2010,36380
506,"Florence, SC",2011,37450
890,"Florence, SC",2012,36980
1274,"Florence, SC",2013,37490
1658,"Florence, SC",2014,38810
2042,"Florence, SC",2015,40090
2426,"Florence, SC",2016,41010
2810,"Florence, SC",2017,40400
3194,"Florence, SC",2018,41070
3578,"Florence, SC",2019,43140
3962,"Florence, SC",2020,43260
4346,"Florence, SC",2021,43205
4730,"Florence, SC",2022,43214
5114,"Florence, SC",2023,43213
5498,"Florence, SC",2024,43213
123,"Florence-Muscle Shoals, AL",2010,34210
507,"Florence-Muscle Shoals, AL",2011,34320
891,"Florence-Muscle Shoals, AL",2012,34830
1275,"Florence-Muscle Shoals, AL",2013,35340
1659,"Florence-Muscle Shoals, AL",2014,35450
2043,"Florence-Muscle Shoals, AL",2015,36030
2427,"Florence-Muscle Shoals, AL",2016,36950
2811,"Florence-Muscle Shoals, AL",2017,38130
3195,"Florence-Muscle Shoals, AL",2018,38530
3579,"Florence-Muscle Shoals, AL",2019,39350
3963,"Florence-Muscle Shoals, AL",2020,39934
4347,"Florence-Muscle Shoals, AL",2021,40543
4731,"Florence-Muscle Shoals, AL",2022,41150
5115,"Florence-Muscle Shoals, AL",2023,41757
5499,"Florence-Muscle Shoals, AL",2024,42364
124,"Fond du Lac, WI",2010,38450
508,"Fond du Lac, WI",2011,38750
892,"Fond du Lac, WI",2012,39150
1276,"Fond du Lac, WI",2013,39540
1660,"Fond du Lac, WI",2014,40470
2044,"Fond du Lac, WI",2015,41720
2428,"Fond du Lac, WI",2016,44260
2812,"Fond du Lac, WI",2017,45590
3196,"Fond du Lac, WI",2018,46180
3580,"Fond du Lac, WI",2019,49210
3964,"Fond du Lac, WI",2020,50380
