,MSA,year,value
3255,"Killeen-Temple, TX",2018,169455
3639,"Killeen-Temple, TX",2019,172845
4023,"Killeen-Temple, TX",2020,174971
4407,"Killeen-Temple, TX",2021,177098
4791,"Killeen-Temple, TX",2022,179212
5175,"Killeen-Temple, TX",2023,181311
5559,"Killeen-Temple, TX",2024,183396
184,"Kingsport-Bristol, TN-VA ",2010,132521
568,"Kingsport-Bristol, TN-VA ",2011,135194
952,"Kingsport-Bristol, TN-VA ",2012,131776
1336,"Kingsport-Bristol, TN-VA ",2013,129451
1720,"Kingsport-Bristol, TN-VA ",2014,127875
2104,"Kingsport-Bristol, TN-VA ",2015,128868
2488,"Kingsport-Bristol, TN-VA ",2016,129674
2872,"Kingsport-Bristol, TN-VA ",2017,130912
3256,"Kingsport-Bristol, TN-VA ",2018,131933
3640,"Kingsport-Bristol, TN-VA ",2019,133264
4024,"Kingsport-Bristol, TN-VA ",2020,133202
4408,"Kingsport-Bristol, TN-VA ",2021,133023
4792,"Kingsport-Bristol, TN-VA ",2022,132939
5176,"Kingsport-Bristol, TN-VA ",2023,132916
5560,"Kingsport-Bristol, TN-VA ",2024,132914
185,"Kingston, NY",2010,84391
569,"Kingston, NY",2011,83656
953,"Kingston, NY",2012,83116
1337,"Kingston, NY",2013,83184
1721,"Kingston, NY",2014,82340
2105,"Kingston, NY",2015,84193
2489,"Kingston, NY",2016,82707
2873,"Kingston, NY",2017,82562
3257,"Kingston, NY",2018,83998
3641,"Kingston, NY",2019,84291
4025,"Kingston, NY",2020,84088
4409,"Kingston, NY",2021,84251
4793,"Kingston, NY",2022,84119
5177,"Kingston, NY",2023,84226
5561,"Kingston, NY",2024,84139
186,"Knoxville, TN",2010,383954
570,"Knoxville, TN",2011,387561
954,"Knoxville, TN",2012,382668
1338,"Knoxville, TN",2013,372007
1722,"Knoxville, TN",2014,376732
2106,"Knoxville, TN",2015,384188
2490,"Knoxville, TN",2016,392273
2874,"Knoxville, TN",2017,401947
3258,"Knoxville, TN",2018,412172
3642,"Knoxville, TN",2019,421184
4026,"Knoxville, TN",2020,421045
4410,"Knoxville, TN",2021,420800
4794,"Knoxville, TN",2022,420717
5178,"Knoxville, TN",2023,420694
5562,"Knoxville, TN",2024,420687
187,"Kokomo, IN",2010,31763
571,"Kokomo, IN",2011,32801
955,"Kokomo, IN",2012,33087
1339,"Kokomo, IN",2013,34684
1723,"Kokomo, IN",2014,34718
2107,"Kokomo, IN",2015,35589
2491,"Kokomo, IN",2016,35985
2875,"Kokomo, IN",2017,36623
3259,"Kokomo, IN",2018,35571
3643,"Kokomo, IN",2019,35680
4027,"Kokomo, IN",2020,35730
4411,"Kokomo, IN",2021,35769
4795,"Kokomo, IN",2022,35800
5179,"Kokomo, IN",2023,35824
5563,"Kokomo, IN",2024,35842
188,"La Crosse-Onalaska, WI-MN",2010,71747
572,"La Crosse-Onalaska, WI-MN",2011,72571
956,"La Crosse-Onalaska, WI-MN",2012,74162
1340,"La Crosse-Onalaska, WI-MN",2013,74122
1724,"La Crosse-Onalaska, WI-MN",2014,74667
2108,"La Crosse-Onalaska, WI-MN",2015,75059
2492,"La Crosse-Onalaska, WI-MN",2016,76128
2876,"La Crosse-Onalaska, WI-MN",2017,75791
3260,"La Crosse-Onalaska, WI-MN",2018,75264
3644,"La Crosse-Onalaska, WI-MN",2019,74712
4028,"La Crosse-Onalaska, WI-MN",2020,74632
4412,"La Crosse-Onalaska, WI-MN",2021,74569
4796,"La Crosse-Onalaska, WI-MN",2022,74572
5180,"La Crosse-Onalaska, WI-MN",2023,74562
5564,"La Crosse-Onalaska, WI-MN",2024,74565
189,"Lafayette, LA",2010,204139
573,"Lafayette, LA",2011,207347
957,"Lafayette, LA",2012,213382
1341,"Lafayette, LA",2013,217151
1725,"Lafayette, LA",2014,221449
2109,"Lafayette, LA",2015,207490
2493,"Lafayette, LA",2016,198617
2877,"Lafayette, LA",2017,200514
3261,"Lafayette, LA",2018,201920
3645,"Lafayette, LA",2019,200667
4029,"Lafayette, LA",2020,200677
4413,"Lafayette, LA",2021,200649
4797,"Lafayette, LA",2022,200642
5181,"Lafayette, LA",2023,200640
5565,"Lafayette, LA",2024,200639
190,"Lafayette-West Lafayette, IN",2010,94347
574,"Lafayette-West Lafayette, IN",2011,97170
958,"Lafayette-West Lafayette, IN",2012,96394
1342,"Lafayette-West Lafayette, IN",2013,99392
1726,"Lafayette-West Lafayette, IN",2014,102907
2110,"Lafayette-West Lafayette, IN",2015,105421
2494,"Lafayette-West Lafayette, IN",2016,104040
2878,"Lafayette-West Lafayette, IN",2017,108084
3262,"Lafayette-West Lafayette, IN",2018,110797
3646,"Lafayette-West Lafayette, IN",2019,113510
4030,"Lafayette-West Lafayette, IN",2020,112699
4414,"Lafayette-West Lafayette, IN",2021,113532
4798,"Lafayette-West Lafayette, IN",2022,112725
5182,"Lafayette-West Lafayette, IN",2023,113508
5566,"Lafayette-West Lafayette, IN",2024,112748
191,"Lake Charles, LA",2010,82769
575,"Lake Charles, LA",2011,83490
959,"Lake Charles, LA",2012,85394
1343,"Lake Charles, LA",2013,88429
1727,"Lake Charles, LA",2014,95420
2111,"Lake Charles, LA",2015,97872
2495,"Lake Charles, LA",2016,102825
2879,"Lake Charles, LA",2017,108947
3263,"Lake Charles, LA",2018,107135
3647,"Lake Charles, LA",2019,102649
4031,"Lake Charles, LA",2020,103891
4415,"Lake Charles, LA",2021,104725
4799,"Lake Charles, LA",2022,105454
5183,"Lake Charles, LA",2023,106082
5567,"Lake Charles, LA",2024,106622
192,"Lake Havasu City-Kingman, AZ",2010,69999
576,"Lake Havasu City-Kingman, AZ",2011,68223
960,"Lake Havasu City-Kingman, AZ",2012,67923
1344,"Lake Havasu City-Kingman, AZ",2013,68804
1728,"Lake Havasu City-Kingman, AZ",2014,71769
2112,"Lake Havasu City-Kingman, AZ",2015,72572
2496,"Lake Havasu City-Kingman, AZ",2016,75417
2880,"Lake Havasu City-Kingman, AZ",2017,77344
3264,"Lake Havasu City-Kingman, AZ",2018,80296
3648,"Lake Havasu City-Kingman, AZ",2019,83680
4032,"Lake Havasu City-Kingman, AZ",2020,83606
4416,"Lake Havasu City-Kingman, AZ",2021,83607
4800,"Lake Havasu City-Kingman, AZ",2022,83607
5184,"Lake Havasu City-Kingman, AZ",2023,83607
5568,"Lake Havasu City-Kingman, AZ",2024,83607
193,"Lakeland-Winter Haven, FL",2010,245481
577,"Lakeland-Winter Haven, FL",2011,248110
961,"Lakeland-Winter Haven, FL",2012,252553
1345,"Lakeland-Winter Haven, FL",2013,256877
1729,"Lakeland-Winter Haven, FL",2014,258041
2113,"Lakeland-Winter Haven, FL",2015,263452
2497,"Lakeland-Winter Haven, FL",2016,272844
2881,"Lakeland-Winter Haven, FL",2017,279762
3265,"Lakeland-Winter Haven, FL",2018,289523
3649,"Lakeland-Winter Haven, FL",2019,298597
4033,"Lakeland-Winter Haven, FL",2020,304791
4417,"Lakeland-Winter Haven, FL",2021,311032
4801,"Lakeland-Winter Haven, FL",2022,317272
5185,"Lakeland-Winter Haven, FL",2023,323511
5569,"Lakeland-Winter Haven, FL",2024,329748
194,"Lancaster, PA",2010,247304
578,"Lancaster, PA",2011,249495
962,"Lancaster, PA",2012,252699
1346,"Lancaster, PA",2013,255797
1730,"Lancaster, PA",2014,262791
2114,"Lancaster, PA",2015,265148
2498,"Lancaster, PA",2016,264474
2882,"Lancaster, PA",2017,265933
3266,"Lancaster, PA",2018,272942
3650,"Lancaster, PA",2019,276305
4034,"Lancaster, PA",2020,279591
4418,"Lancaster, PA",2021,282869
4802,"Lancaster, PA",2022,286137
5186,"Lancaster, PA",2023,289396
5570,"Lancaster, PA",2024,292645
195,"Lansing-East Lansing, MI",2010,221999
579,"Lansing-East Lansing, MI",2011,221304
963,"Lansing-East Lansing, MI",2012,221167
1347,"Lansing-East Lansing, MI",2013,224607
1731,"Lansing-East Lansing, MI",2014,229592
2115,"Lansing-East Lansing, MI",2015,234152
2499,"Lansing-East Lansing, MI",2016,238298
2883,"Lansing-East Lansing, MI",2017,239326
3267,"Lansing-East Lansing, MI",2018,241837
3651,"Lansing-East Lansing, MI",2019,242995
4035,"Lansing-East Lansing, MI",2020,245545
4419,"Lansing-East Lansing, MI",2021,248026
4803,"Lansing-East Lansing, MI",2022,250472
5187,"Lansing-East Lansing, MI",2023,252884
5571,"Lansing-East Lansing, MI",2024,255263
196,"Laredo, TX",2010,98566
580,"Laredo, TX",2011,102488
964,"Laredo, TX",2012,103576
1348,"Laredo, TX",2013,104742
1732,"Laredo, TX",2014,107684
2116,"Laredo, TX",2015,107694
2500,"Laredo, TX",2016,109240
2884,"Laredo, TX",2017,111312
3268,"Laredo, TX",2018,113661
3652,"Laredo, TX",2019,115066
4036,"Laredo, TX",2020,116610
4420,"Laredo, TX",2021,118160
4804,"Laredo, TX",2022,119709
5188,"Laredo, TX",2023,121258
5572,"Laredo, TX",2024,122805
197,"Las Cruces, NM",2010,87533
581,"Las Cruces, NM",2011,88157
965,"Las Cruces, NM",2012,88805
1349,"Las Cruces, NM",2013,88715
1733,"Las Cruces, NM",2014,89077
2117,"Las Cruces, NM",2015,89052
2501,"Las Cruces, NM",2016,90304
2885,"Las Cruces, NM",2017,90923
3269,"Las Cruces, NM",2018,92453
3653,"Las Cruces, NM",2019,94243
4037,"Las Cruces, NM",2020,94925
4421,"Las Cruces, NM",2021,95605
4805,"Las Cruces, NM",2022,96277
5189,"Las Cruces, NM",2023,96942
5573,"Las Cruces, NM",2024,97600
198,"Las Vegas-Henderson-Paradise, NV",2010,849376
582,"Las Vegas-Henderson-Paradise, NV",2011,872698
966,"Las Vegas-Henderson-Paradise, NV",2012,897391
1350,"Las Vegas-Henderson-Paradise, NV",2013,917340
1734,"Las Vegas-Henderson-Paradise, NV",2014,946873
2118,"Las Vegas-Henderson-Paradise, NV",2015,973888
2502,"Las Vegas-Henderson-Paradise, NV",2016,998457
2886,"Las Vegas-Henderson-Paradise, NV",2017,1030571
3270,"Las Vegas-Henderson-Paradise, NV",2018,1068623
3654,"Las Vegas-Henderson-Paradise, NV",2019,1096609
4038,"Las Vegas-Henderson-Paradise, NV",2020,1124411
4422,"Las Vegas-Henderson-Paradise, NV",2021,1152202
4806,"Las Vegas-Henderson-Paradise, NV",2022,1179980
5190,"Las Vegas-Henderson-Paradise, NV",2023,1207745
5574,"Las Vegas-Henderson-Paradise, NV",2024,1235498
199,"Lawrence, KS",2010,59898
583,"Lawrence, KS",2011,60668
967,"Lawrence, KS",2012,60615
1351,"Lawrence, KS",2013,61679
1735,"Lawrence, KS",2014,63474
2119,"Lawrence, KS",2015,64022
2503,"Lawrence, KS",2016,63696
2887,"Lawrence, KS",2017,63485
3271,"Lawrence, KS",2018,63511
3655,"Lawrence, KS",2019,64601
4039,"Lawrence, KS",2020,64688
4423,"Lawrence, KS",2021,64670
4807,"Lawrence, KS",2022,64675
5191,"Lawrence, KS",2023,64674
5575,"Lawrence, KS",2024,64674
200,"Lawton, OK",2010,51231
584,"Lawton, OK",2011,50169
968,"Lawton, OK",2012,50592
1352,"Lawton, OK",2013,49546
1736,"Lawton, OK",2014,50256
2120,"Lawton, OK",2015,49932
2504,"Lawton, OK",2016,49806
2888,"Lawton, OK",2017,48795
3272,"Lawton, OK",2018,48600
3656,"Lawton, OK",2019,49315
4040,"Lawton, OK",2020,49331
4424,"Lawton, OK",2021,49316
4808,"Lawton, OK",2022,49327
5192,"Lawton, OK",2023,49319
5576,"Lawton, OK",2024,49325
201,"Lebanon, PA",2010,65036
585,"Lebanon, PA",2011,65763
969,"Lebanon, PA",2012,66004
1353,"Lebanon, PA",2013,66926
1737,"Lebanon, PA",2014,66726
2121,"Lebanon, PA",2015,66833
2505,"Lebanon, PA",2016,66704
2889,"Lebanon, PA",2017,67579
3273,"Lebanon, PA",2018,68856
3657,"Lebanon, PA",2019,70120
4041,"Lebanon, PA",2020,70662
4425,"Lebanon, PA",2021,71191
4809,"Lebanon, PA",2022,71721
5193,"Lebanon, PA",2023,72250
5577,"Lebanon, PA",2024,72779
202,"Lewiston, ID-WA",2010,27930
586,"Lewiston, ID-WA",2011,27961
970,"Lewiston, ID-WA",2012,28251
1354,"Lewiston, ID-WA",2013,28125
1738,"Lewiston, ID-WA",2014,29081
2122,"Lewiston, ID-WA",2015,29320
2506,"Lewiston, ID-WA",2016,30366
2890,"Lewiston, ID-WA",2017,30454
3274,"Lewiston, ID-WA",2018,30283
3658,"Lewiston, ID-WA",2019,30999
4042,"Lewiston, ID-WA",2020,31329
4426,"Lewiston, ID-WA",2021,31702
4810,"Lewiston, ID-WA",2022,32071
5194,"Lewiston, ID-WA",2023,32440
5578,"Lewiston, ID-WA",2024,32809
203,"Lewiston-Auburn, ME",2010,51995
587,"Lewiston-Auburn, ME",2011,52599
971,"Lewiston-Auburn, ME",2012,53036
1355,"Lewiston-Auburn, ME",2013,53617
1739,"Lewiston-Auburn, ME",2014,53558
2123,"Lewiston-Auburn, ME",2015,53248
2507,"Lewiston-Auburn, ME",2016,54403
2891,"Lewiston-Auburn, ME",2017,54060
3275,"Lewiston-Auburn, ME",2018,54043
3659,"Lewiston-Auburn, ME",2019,54453
4043,"Lewiston-Auburn, ME",2020,54545
4427,"Lewiston-Auburn, ME",2021,54620
4811,"Lewiston-Auburn, ME",2022,54682
5195,"Lewiston-Auburn, ME",2023,54733
5579,"Lewiston-Auburn, ME",2024,54775
204,"Lexington-Fayette, KY",2010,237419
588,"Lexington-Fayette, KY",2011,240958
972,"Lexington-Fayette, KY",2012,245349
1356,"Lexington-Fayette, KY",2013,249187
1740,"Lexington-Fayette, KY",2014,250251
2124,"Lexington-Fayette, KY",2015,255353
2508,"Lexington-Fayette, KY",2016,260919
2892,"Lexington-Fayette, KY",2017,263724
3276,"Lexington-Fayette, KY",2018,262565
3660,"Lexington-Fayette, KY",2019,265044
4044,"Lexington-Fayette, KY",2020,266794
4428,"Lexington-Fayette, KY",2021,268361
4812,"Lexington-Fayette, KY",2022,269763
5196,"Lexington-Fayette, KY",2023,271016
5580,"Lexington-Fayette, KY",2024,272136
205,"Lima, OH",2010,46291
589,"Lima, OH",2011,46108
973,"Lima, OH",2012,46324
1357,"Lima, OH",2013,45459
1741,"Lima, OH",2014,45749
2125,"Lima, OH",2015,45461
2509,"Lima, OH",2016,45816
2893,"Lima, OH",2017,45908
3277,"Lima, OH",2018,45819
3661,"Lima, OH",2019,45624
4045,"Lima, OH",2020,45693
4429,"Lima, OH",2021,45623
4813,"Lima, OH",2022,45680
5197,"Lima, OH",2023,45632
5581,"Lima, OH",2024,45672
206,"Lincoln, NE",2010,164831
590,"Lincoln, NE",2011,168236
974,"Lincoln, NE",2012,172208
1358,"Lincoln, NE",2013,172692
1742,"Lincoln, NE",2014,170884
2126,"Lincoln, NE",2015,173063
2510,"Lincoln, NE",2016,173193
2894,"Lincoln, NE",2017,175830
3278,"Lincoln, NE",2018,179515
3662,"Lincoln, NE",2019,182613
4046,"Lincoln, NE",2020,182808
4430,"Lincoln, NE",2021,182911
4814,"Lincoln, NE",2022,182925
5198,"Lincoln, NE",2023,182929
5582,"Lincoln, NE",2024,182930
207,"Little Rock-North Little Rock-Conway, AR",2010,321631
591,"Little Rock-North Little Rock-Conway, AR",2011,322249
975,"Little Rock-North Little Rock-Conway, AR",2012,318188
1359,"Little Rock-North Little Rock-Conway, AR",2013,319082
1743,"Little Rock-North Little Rock-Conway, AR",2014,324451
2127,"Little Rock-North Little Rock-Conway, AR",2015,333015
2511,"Little Rock-North Little Rock-Conway, AR",2016,336519
2895,"Little Rock-North Little Rock-Conway, AR",2017,339502
3279,"Little Rock-North Little Rock-Conway, AR",2018,345501
3663,"Little Rock-North Little Rock-Conway, AR",2019,343794
4047,"Little Rock-North Little Rock-Conway, AR",2020,343713
4431,"Little Rock-North Little Rock-Conway, AR",2021,343739
4815,"Little Rock-North Little Rock-Conway, AR",2022,343739
5199,"Little Rock-North Little Rock-Conway, AR",2023,343738
5583,"Little Rock-North Little Rock-Conway, AR",2024,343738
208,"Logan, UT-ID",2010,60667
592,"Logan, UT-ID",2011,60731
976,"Logan, UT-ID",2012,61804
1360,"Logan, UT-ID",2013,63112
1744,"Logan, UT-ID",2014,64638
2128,"Logan, UT-ID",2015,65530
2512,"Logan, UT-ID",2016,67290
2896,"Logan, UT-ID",2017,68716
3280,"Logan, UT-ID",2018,69726
3664,"Logan, UT-ID",2019,71631
4048,"Logan, UT-ID",2020,72857
4432,"Logan, UT-ID",2021,74193
4816,"Logan, UT-ID",2022,75510
5200,"Logan, UT-ID",2023,76831
5584,"Logan, UT-ID",2024,78151
209,"Longview, TX",2010,95150
593,"Longview, TX",2011,98147
977,"Longview, TX",2012,97861
1361,"Longview, TX",2013,97914
1745,"Longview, TX",2014,99327
2129,"Longview, TX",2015,94208
2513,"Longview, TX",2016,91705
2897,"Longview, TX",2017,92808
3281,"Longview, TX",2018,94079
3665,"Longview, TX",2019,95681
4049,"Longview, TX",2020,95732
4433,"Longview, TX",2021,95723
4817,"Longview, TX",2022,95722
5201,"Longview, TX",2023,95722
5585,"Longview, TX",2024,95722
210,"Longview, WA",2010,40292
594,"Longview, WA",2011,39738
978,"Longview, WA",2012,39804
1362,"Longview, WA",2013,39537
1746,"Longview, WA",2014,41151
2130,"Longview, WA",2015,41238
2514,"Longview, WA",2016,42723
2898,"Longview, WA",2017,43149
3282,"Longview, WA",2018,45016
3666,"Longview, WA",2019,46121
4050,"Longview, WA",2020,46616
4434,"Longview, WA",2021,46139
4818,"Longview, WA",2022,46616
5202,"Longview, WA",2023,46139
5586,"Longview, WA",2024,46616
211,"Los Angeles-Long Beach-Anaheim, CA",2010,5730605
595,"Los Angeles-Long Beach-Anaheim, CA",2011,5790194
979,"Los Angeles-Long Beach-Anaheim, CA",2012,5912298
1363,"Los Angeles-Long Beach-Anaheim, CA",2013,6012110
1747,"Los Angeles-Long Beach-Anaheim, CA",2014,6135787
2131,"Los Angeles-Long Beach-Anaheim, CA",2015,6228286
2515,"Los Angeles-Long Beach-Anaheim, CA",2016,6343856
2899,"Los Angeles-Long Beach-Anaheim, CA",2017,6418498
3283,"Los Angeles-Long Beach-Anaheim, CA",2018,6452383
3667,"Los Angeles-Long Beach-Anaheim, CA",2019,6543118
4051,"Los Angeles-Long Beach-Anaheim, CA",2020,6606371
4435,"Los Angeles-Long Beach-Anaheim, CA",2021,6664866
4819,"Los Angeles-Long Beach-Anaheim, CA",2022,6718706
5203,"Los Angeles-Long Beach-Anaheim, CA",2023,6768266
5587,"Los Angeles-Long Beach-Anaheim, CA",2024,6813886
212,"Louisville-Jefferson County, KY-IN",2010,571879
596,"Louisville-Jefferson County, KY-IN",2011,572573
980,"Louisville-Jefferson County, KY-IN",2012,591158
1364,"Louisville-Jefferson County, KY-IN",2013,588718
1748,"Louisville-Jefferson County, KY-IN",2014,594559
2132,"Louisville-Jefferson County, KY-IN",2015,611616
2516,"Louisville-Jefferson County, KY-IN",2016,629513
2900,"Louisville-Jefferson County, KY-IN",2017,640398
3284,"Louisville-Jefferson County, KY-IN",2018,648810
3668,"Louisville-Jefferson County, KY-IN",2019,652752
4052,"Louisville-Jefferson County, KY-IN",2020,661604
4436,"Louisville-Jefferson County, KY-IN",2021,670106
4820,"Louisville-Jefferson County, KY-IN",2022,678368
5204,"Louisville-Jefferson County, KY-IN",2023,686395
5588,"Louisville-Jefferson County, KY-IN",2024,694193
213,"Lubbock, TX",2010,142572
597,"Lubbock, TX",2011,144139
981,"Lubbock, TX",2012,144701
1365,"Lubbock, TX",2013,146700
1749,"Lubbock, TX",2014,147597
2133,"Lubbock, TX",2015,151386
2517,"Lubbock, TX",2016,154899
2901,"Lubbock, TX",2017,156731
3285,"Lubbock, TX",2018,156908
3669,"Lubbock, TX",2019,159593
4053,"Lubbock, TX",2020,161487
4437,"Lubbock, TX",2021,163381
4821,"Lubbock, TX",2022,165270
5205,"Lubbock, TX",2023,167155
5589,"Lubbock, TX",2024,169035
214,"Lynchburg, VA ",2010,116834
598,"Lynchburg, VA ",2011,116464
982,"Lynchburg, VA ",2012,115559
1366,"Lynchburg, VA ",2013,116180
1750,"Lynchburg, VA ",2014,115938
2134,"Lynchburg, VA ",2015,115273
2518,"Lynchburg, VA ",2016,115099
2902,"Lynchburg, VA ",2017,117165
3286,"Lynchburg, VA ",2018,118950
3670,"Lynchburg, VA ",2019,119481
4054,"Lynchburg, VA ",2020,119460
4438,"Lynchburg, VA ",2021,119459
4822,"Lynchburg, VA ",2022,119460
5206,"Lynchburg, VA ",2023,119459
5590,"Lynchburg, VA ",2024,119460
215,"Macon-Bibb County, GA",2010,94389
599,"Macon-Bibb County, GA",2011,96617
983,"Macon-Bibb County, GA",2012,97274
1367,"Macon-Bibb County, GA",2013,96035
1751,"Macon-Bibb County, GA",2014,96323
2135,"Macon-Bibb County, GA",2015,96494
2519,"Macon-Bibb County, GA",2016,99186
2903,"Macon-Bibb County, GA",2017,100182
3287,"Macon-Bibb County, GA",2018,99723
3671,"Macon-Bibb County, GA",2019,100068
4055,"Macon-Bibb County, GA",2020,100178
4439,"Macon-Bibb County, GA",2021,100116
4823,"Macon-Bibb County, GA",2022,100165
5207,"Macon-Bibb County, GA",2023,100127
5591,"Macon-Bibb County, GA",2024,100156
216,"Madera, CA",2010,50926
600,"Madera, CA",2011,53866
984,"Madera, CA",2012,54225
1368,"Madera, CA",2013,53441
1752,"Madera, CA",2014,52286
2136,"Madera, CA",2015,53454
2520,"Madera, CA",2016,54601
2904,"Madera, CA",2017,55784
3288,"Madera, CA",2018,57349
3672,"Madera, CA",2019,57803
4056,"Madera, CA",2020,57827
4440,"Madera, CA",2021,57809
4824,"Madera, CA",2022,57798
5208,"Madera, CA",2023,57793
5592,"Madera, CA",2024,57791
217,"Madison, WI",2010,340310
601,"Madison, WI",2011,344972
985,"Madison, WI",2012,348119
1369,"Madison, WI",2013,352961
1753,"Madison, WI",2014,360996
2137,"Madison, WI",2015,370130
2521,"Madison, WI",2016,374925
2905,"Madison, WI",2017,377360
3289,"Madison, WI",2018,376892
3673,"Madison, WI",2019,381370
4057,"Madison, WI",2020,384526
4441,"Madison, WI",2021,387455
4825,"Madison, WI",2022,390168
5209,"Madison, WI",2023,392682
5593,"Madison, WI",2024,395012
218,"Manchester-Nashua, NH",2010,106940
602,"Manchester-Nashua, NH",2011,107317
986,"Manchester-Nashua, NH",2012,107027
1370,"Manchester-Nashua, NH",2013,109152
1754,"Manchester-Nashua, NH",2014,111566
2138,"Manchester-Nashua, NH",2015,113517
2522,"Manchester-Nashua, NH",2016,114535
2906,"Manchester-Nashua, NH",2017,116540
3290,"Manchester-Nashua, NH",2018,119684
3674,"Manchester-Nashua, NH",2019,121082
4058,"Manchester-Nashua, NH",2020,122781
4442,"Manchester-Nashua, NH",2021,124472
4826,"Manchester-Nashua, NH",2022,126163
5210,"Manchester-Nashua, NH",2023,127854
5594,"Manchester-Nashua, NH",2024,129545
219,"Manhattan, KS",2010,45526
603,"Manhattan, KS",2011,44416
987,"Manhattan, KS",2012,46675
1371,"Manhattan, KS",2013,47575
1755,"Manhattan, KS",2014,47987
2139,"Manhattan, KS",2015,46587
2523,"Manhattan, KS",2016,46276
2907,"Manhattan, KS",2017,46404
3291,"Manhattan, KS",2018,46977
3675,"Manhattan, KS",2019,46946
4059,"Manhattan, KS",2020,46947
4443,"Manhattan, KS",2021,46946
4827,"Manhattan, KS",2022,46946
5211,"Manhattan, KS",2023,46946
5595,"Manhattan, KS",2024,46945
220,"Mankato, MN",2010,54430
604,"Mankato, MN",2011,54766
988,"Mankato, MN",2012,55755
1372,"Mankato, MN",2013,56721
1756,"Mankato, MN",2014,57096
2140,"Mankato, MN",2015,59334
2524,"Mankato, MN",2016,58702
2908,"Mankato, MN",2017,59624
3292,"Mankato, MN",2018,60451
3676,"Mankato, MN",2019,61251
4060,"Mankato, MN",2020,61874
4444,"Mankato, MN",2021,62470
4828,"Mankato, MN",2022,63033
5212,"Mankato, MN",2023,63567
5596,"Mankato, MN",2024,64071
221,"Mansfield, OH",2010,51957
605,"Mansfield, OH",2011,51890
989,"Mansfield, OH",2012,49877
1373,"Mansfield, OH",2013,50138
1757,"Mansfield, OH",2014,50479
2141,"Mansfield, OH",2015,50198
2525,"Mansfield, OH",2016,49809
2909,"Mansfield, OH",2017,50042
3293,"Mansfield, OH",2018,50142
3677,"Mansfield, OH",2019,49597
4061,"Mansfield, OH",2020,49568
4445,"Mansfield, OH",2021,49788
4829,"Mansfield, OH",2022,49756
5213,"Mansfield, OH",2023,49676
5597,"Mansfield, OH",2024,49704
222,"McAllen-Edinburg-Mission, TX",2010,287060
606,"McAllen-Edinburg-Mission, TX",2011,294539
990,"McAllen-Edinburg-Mission, TX",2012,298814
1374,"McAllen-Edinburg-Mission, TX",2013,303928
1758,"McAllen-Edinburg-Mission, TX",2014,306691
2142,"McAllen-Edinburg-Mission, TX",2015,308028
2526,"McAllen-Edinburg-Mission, TX",2016,315834
2910,"McAllen-Edinburg-Mission, TX",2017,324533
3294,"McAllen-Edinburg-Mission, TX",2018,329114
3678,"McAllen-Edinburg-Mission, TX",2019,335734
4062,"McAllen-Edinburg-Mission, TX",2020,340839
4446,"McAllen-Edinburg-Mission, TX",2021,345925
4830,"McAllen-Edinburg-Mission, TX",2022,351006
5214,"McAllen-Edinburg-Mission, TX",2023,356083
5598,"McAllen-Edinburg-Mission, TX",2024,361156
223,"Medford, OR",2010,90781
607,"Medford, OR",2011,89032
991,"Medford, OR",2012,87037
1375,"Medford, OR",2013,87316
1759,"Medford, OR",2014,90571
2143,"Medford, OR",2015,93699
2527,"Medford, OR",2016,97255
2911,"Medford, OR",2017,99082
3295,"Medford, OR",2018,99052
3679,"Medford, OR",2019,99167
4063,"Medford, OR",2020,100290
4447,"Medford, OR",2021,101366
4831,"Medford, OR",2022,102444
5215,"Medford, OR",2023,103522
5599,"Medford, OR",2024,104600
224,"Memphis, TN-MS-AR",2010,581713
608,"Memphis, TN-MS-AR",2011,588034
992,"Memphis, TN-MS-AR",2012,584324
1376,"Memphis, TN-MS-AR",2013,566412
1760,"Memphis, TN-MS-AR",2014,571349
2144,"Memphis, TN-MS-AR",2015,588056
2528,"Memphis, TN-MS-AR",2016,594810
2912,"Memphis, TN-MS-AR",2017,606286
3296,"Memphis, TN-MS-AR",2018,617064
3680,"Memphis, TN-MS-AR",2019,622648
4064,"Memphis, TN-MS-AR",2020,622819
4448,"Memphis, TN-MS-AR",2021,622790
4832,"Memphis, TN-MS-AR",2022,622810
5216,"Memphis, TN-MS-AR",2023,622797
5600,"Memphis, TN-MS-AR",2024,622805
225,"Merced, CA",2010,92597
609,"Merced, CA",2011,95042
993,"Merced, CA",2012,95362
1377,"Merced, CA",2013,96556
1761,"Merced, CA",2014,98724
2145,"Merced, CA",2015,99343
2529,"Merced, CA",2016,100480
2913,"Merced, CA",2017,104049
3297,"Merced, CA",2018,105023
3681,"Merced, CA",2019,105874
4065,"Merced, CA",2020,107262
4449,"Merced, CA",2021,108676
4833,"Merced, CA",2022,110093
5217,"Merced, CA",2023,111509
5601,"Merced, CA",2024,112925
226,"Miami-Fort Lauderdale-Pompano Beach, FL",2010,2539020
610,"Miami-Fort Lauderdale-Pompano Beach, FL",2011,2642752
994,"Miami-Fort Lauderdale-Pompano Beach, FL",2012,2702618
1378,"Miami-Fort Lauderdale-Pompano Beach, FL",2013,2764858
1762,"Miami-Fort Lauderdale-Pompano Beach, FL",2014,2824237
2146,"Miami-Fort Lauderdale-Pompano Beach, FL",2015,2841595
2530,"Miami-Fort Lauderdale-Pompano Beach, FL",2016,2923469
2914,"Miami-Fort Lauderdale-Pompano Beach, FL",2017,2982631
