,MSA,year,value
2236,"Crestview-Fort Walton Beach-Destin, FL",2015,260814
2620,"Crestview-Fort Walton Beach-Destin, FL",2016,265492
3004,"Crestview-Fort Walton Beach-Destin, FL",2017,271499
3388,"Crestview-Fort Walton Beach-Destin, FL",2018,277666
3772,"Crestview-Fort Walton Beach-Destin, FL",2019,284809
4156,"Crestview-Fort Walton Beach-Destin, FL",2020,290478
4540,"Crestview-Fort Walton Beach-Destin, FL",2021,296199
4924,"Crestview-Fort Walton Beach-Destin, FL",2022,301914
5308,"Crestview-Fort Walton Beach-Destin, FL",2023,307625
5692,"Crestview-Fort Walton Beach-Destin, FL",2024,313333
367,"Cumberland, MD-WV",2010,103170
751,"Cumberland, MD-WV",2011,102629
1135,"Cumberland, MD-WV",2012,101833
1519,"Cumberland, MD-WV",2013,101267
1903,"Cumberland, MD-WV",2014,100587
2287,"Cumberland, MD-WV",2015,99879
2671,"Cumberland, MD-WV",2016,99428
3055,"Cumberland, MD-WV",2017,98575
3439,"Cumberland, MD-WV",2018,97894
3823,"Cumberland, MD-WV",2019,97284
4207,"Cumberland, MD-WV",2020,97307
4591,"Cumberland, MD-WV",2021,97321
4975,"Cumberland, MD-WV",2022,97336
5359,"Cumberland, MD-WV",2023,97351
5743,"Cumberland, MD-WV",2024,97366
144,"Dallas-Fort Worth-Arlington, TX",2010,6392065
528,"Dallas-Fort Worth-Arlington, TX",2011,6510544
912,"Dallas-Fort Worth-Arlington, TX",2012,6644559
1296,"Dallas-Fort Worth-Arlington, TX",2013,6753889
1680,"Dallas-Fort Worth-Arlington, TX",2014,6889769
2064,"Dallas-Fort Worth-Arlington, TX",2015,7042566
2448,"Dallas-Fort Worth-Arlington, TX",2016,7194758
2832,"Dallas-Fort Worth-Arlington, TX",2017,7337097
3216,"Dallas-Fort Worth-Arlington, TX",2018,7455756
3600,"Dallas-Fort Worth-Arlington, TX",2019,7573136
3984,"Dallas-Fort Worth-Arlington, TX",2020,7702808
4368,"Dallas-Fort Worth-Arlington, TX",2021,7831779
4752,"Dallas-Fort Worth-Arlington, TX",2022,7960088
5136,"Dallas-Fort Worth-Arlington, TX",2023,8087740
5520,"Dallas-Fort Worth-Arlington, TX",2024,8214736
145,"Dalton, GA",2010,142278
529,"Dalton, GA",2011,142285
913,"Dalton, GA",2012,142259
1297,"Dalton, GA",2013,141906
1681,"Dalton, GA",2014,142298
2065,"Dalton, GA",2015,143099
2449,"Dalton, GA",2016,143753
2833,"Dalton, GA",2017,144037
3217,"Dalton, GA",2018,144192
3601,"Dalton, GA",2019,144724
3985,"Dalton, GA",2020,144724
4369,"Dalton, GA",2021,144725
4753,"Dalton, GA",2022,144724
5137,"Dalton, GA",2023,144725
5521,"Dalton, GA",2024,144724
340,"Danville, IL",2010,81640
724,"Danville, IL",2011,81414
1108,"Danville, IL",2012,80862
1492,"Danville, IL",2013,80585
1876,"Danville, IL",2014,79783
2260,"Danville, IL",2015,79170
2644,"Danville, IL",2016,78494
3028,"Danville, IL",2017,77689
3412,"Danville, IL",2018,76702
3796,"Danville, IL",2019,75758
4180,"Danville, IL",2020,75498
4564,"Danville, IL",2021,75296
4948,"Danville, IL",2022,75117
5332,"Danville, IL",2023,74959
5716,"Danville, IL",2024,74818
113,"Daphne-Fairhope-Foley, AL",2010,183112
497,"Daphne-Fairhope-Foley, AL",2011,186558
881,"Daphne-Fairhope-Foley, AL",2012,190145
1265,"Daphne-Fairhope-Foley, AL",2013,194885
1649,"Daphne-Fairhope-Foley, AL",2014,199183
2033,"Daphne-Fairhope-Foley, AL",2015,202939
2417,"Daphne-Fairhope-Foley, AL",2016,207601
2801,"Daphne-Fairhope-Foley, AL",2017,212521
3185,"Daphne-Fairhope-Foley, AL",2018,217855
3569,"Daphne-Fairhope-Foley, AL",2019,223234
3953,"Daphne-Fairhope-Foley, AL",2020,227738
4337,"Daphne-Fairhope-Foley, AL",2021,232285
4721,"Daphne-Fairhope-Foley, AL",2022,236830
5105,"Daphne-Fairhope-Foley, AL",2023,241375
5489,"Daphne-Fairhope-Foley, AL",2024,245919
216,"Davenport-Moline-Rock Island, IA-IL",2010,379743
600,"Davenport-Moline-Rock Island, IA-IL",2011,380685
984,"Davenport-Moline-Rock Island, IA-IL",2012,382431
1368,"Davenport-Moline-Rock Island, IA-IL",2013,383843
1752,"Davenport-Moline-Rock Island, IA-IL",2014,384070
2136,"Davenport-Moline-Rock Island, IA-IL",2015,383381
2520,"Davenport-Moline-Rock Island, IA-IL",2016,382178
2904,"Davenport-Moline-Rock Island, IA-IL",2017,381103
3288,"Davenport-Moline-Rock Island, IA-IL",2018,380044
3672,"Davenport-Moline-Rock Island, IA-IL",2019,379172
4056,"Davenport-Moline-Rock Island, IA-IL",2020,379165
4440,"Davenport-Moline-Rock Island, IA-IL",2021,379163
4824,"Davenport-Moline-Rock Island, IA-IL",2022,379160
5208,"Davenport-Moline-Rock Island, IA-IL",2023,379159
5592,"Davenport-Moline-Rock Island, IA-IL",2024,379157
241,"Dayton-Kettering, OH",2010,799672
625,"Dayton-Kettering, OH",2011,800858
1009,"Dayton-Kettering, OH",2012,801603
1393,"Dayton-Kettering, OH",2013,801390
1777,"Dayton-Kettering, OH",2014,801017
2161,"Dayton-Kettering, OH",2015,800124
2545,"Dayton-Kettering, OH",2016,801661
2929,"Dayton-Kettering, OH",2017,803233
3313,"Dayton-Kettering, OH",2018,805088
3697,"Dayton-Kettering, OH",2019,807611
4081,"Dayton-Kettering, OH",2020,807620
4465,"Dayton-Kettering, OH",2021,807625
4849,"Dayton-Kettering, OH",2022,807625
5233,"Dayton-Kettering, OH",2023,807625
5617,"Dayton-Kettering, OH",2024,807625
368,"Decatur, AL",2010,153950
752,"Decatur, AL",2011,154075
1136,"Decatur, AL",2012,153908
1520,"Decatur, AL",2013,153146
1904,"Decatur, AL",2014,152888
2288,"Decatur, AL",2015,152392
2672,"Decatur, AL",2016,152233
3056,"Decatur, AL",2017,151981
3440,"Decatur, AL",2018,152144
3824,"Decatur, AL",2019,152603
4208,"Decatur, AL",2020,152568
4592,"Decatur, AL",2021,152510
4976,"Decatur, AL",2022,152466
5360,"Decatur, AL",2023,152434
5744,"Decatur, AL",2024,152411
4,"Decatur, IL",2010,110787
388,"Decatur, IL",2011,110684
772,"Decatur, IL",2012,110134
1156,"Decatur, IL",2013,109561
1540,"Decatur, IL",2014,108515
1924,"Decatur, IL",2015,107343
2308,"Decatur, IL",2016,106383
2692,"Decatur, IL",2017,105399
3076,"Decatur, IL",2018,104504
3460,"Decatur, IL",2019,104009
3844,"Decatur, IL",2020,103664
4228,"Decatur, IL",2021,103365
4612,"Decatur, IL",2022,103100
4996,"Decatur, IL",2023,102866
5380,"Decatur, IL",2024,102659
193,"Deltona-Daytona Beach-Ormond Beach, FL",2010,590506
577,"Deltona-Daytona Beach-Ormond Beach, FL",2011,591926
961,"Deltona-Daytona Beach-Ormond Beach, FL",2012,594969
1345,"Deltona-Daytona Beach-Ormond Beach, FL",2013,600236
1729,"Deltona-Daytona Beach-Ormond Beach, FL",2014,608604
2113,"Deltona-Daytona Beach-Ormond Beach, FL",2015,621166
2497,"Deltona-Daytona Beach-Ormond Beach, FL",2016,635859
2881,"Deltona-Daytona Beach-Ormond Beach, FL",2017,647867
3265,"Deltona-Daytona Beach-Ormond Beach, FL",2018,658186
3649,"Deltona-Daytona Beach-Ormond Beach, FL",2019,668365
4033,"Deltona-Daytona Beach-Ormond Beach, FL",2020,615311
4417,"Deltona-Daytona Beach-Ormond Beach, FL",2021,499028
4801,"Deltona-Daytona Beach-Ormond Beach, FL",2022,319519
5185,"Deltona-Daytona Beach-Ormond Beach, FL",2023,76792
5569,"Deltona-Daytona Beach-Ormond Beach, FL",2024,-229145
146,"Denver-Aurora-Lakewood, CO ",2010,2554523
530,"Denver-Aurora-Lakewood, CO ",2011,2602918
914,"Denver-Aurora-Lakewood, CO ",2012,2650274
1298,"Denver-Aurora-Lakewood, CO ",2013,2700529
1682,"Denver-Aurora-Lakewood, CO ",2014,2753973
2066,"Denver-Aurora-Lakewood, CO ",2015,2812896
2450,"Denver-Aurora-Lakewood, CO ",2016,2856755
2834,"Denver-Aurora-Lakewood, CO ",2017,2891776
3218,"Denver-Aurora-Lakewood, CO ",2018,2931665
3602,"Denver-Aurora-Lakewood, CO ",2019,2967239
3986,"Denver-Aurora-Lakewood, CO ",2020,3003373
4370,"Denver-Aurora-Lakewood, CO ",2021,3037739
4754,"Denver-Aurora-Lakewood, CO ",2022,3070431
5138,"Denver-Aurora-Lakewood, CO ",2023,3101531
5522,"Denver-Aurora-Lakewood, CO ",2024,3131116
242,"Des Moines-West Des Moines, IA",2010,608930
626,"Des Moines-West Des Moines, IA",2011,618299
1010,"Des Moines-West Des Moines, IA",2012,626778
1394,"Des Moines-West Des Moines, IA",2013,637846
1778,"Des Moines-West Des Moines, IA",2014,649652
2162,"Des Moines-West Des Moines, IA",2015,659522
2546,"Des Moines-West Des Moines, IA",2016,671055
2930,"Des Moines-West Des Moines, IA",2017,681413
3314,"Des Moines-West Des Moines, IA",2018,690915
3698,"Des Moines-West Des Moines, IA",2019,699292
4082,"Des Moines-West Des Moines, IA",2020,708887
4466,"Des Moines-West Des Moines, IA",2021,718364
4850,"Des Moines-West Des Moines, IA",2022,727729
5234,"Des Moines-West Des Moines, IA",2023,736984
5618,"Des Moines-West Des Moines, IA",2024,746129
52,"Detroit-Warren-Dearborn, MI",2010,4291508
436,"Detroit-Warren-Dearborn, MI",2011,4291696
820,"Detroit-Warren-Dearborn, MI",2012,4300864
1204,"Detroit-Warren-Dearborn, MI",2013,4305587
1588,"Detroit-Warren-Dearborn, MI",2014,4311194
1972,"Detroit-Warren-Dearborn, MI",2015,4309673
2356,"Detroit-Warren-Dearborn, MI",2016,4316260
2740,"Detroit-Warren-Dearborn, MI",2017,4321593
3124,"Detroit-Warren-Dearborn, MI",2018,4322084
3508,"Detroit-Warren-Dearborn, MI",2019,4319629
3892,"Detroit-Warren-Dearborn, MI",2020,4320708
4276,"Detroit-Warren-Dearborn, MI",2021,4321560
4660,"Detroit-Warren-Dearborn, MI",2022,4322236
5044,"Detroit-Warren-Dearborn, MI",2023,4322773
5428,"Detroit-Warren-Dearborn, MI",2024,4323200
5,"Dothan, AL",2010,145871
389,"Dothan, AL",2011,146621
773,"Dothan, AL",2012,147448
1157,"Dothan, AL",2013,147449
1541,"Dothan, AL",2014,147830
1925,"Dothan, AL",2015,147992
2309,"Dothan, AL",2016,147784
2693,"Dothan, AL",2017,147878
3077,"Dothan, AL",2018,148249
3461,"Dothan, AL",2019,149358
3845,"Dothan, AL",2020,149407
4229,"Dothan, AL",2021,149446
4613,"Dothan, AL",2022,149443
4997,"Dothan, AL",2023,149445
5381,"Dothan, AL",2024,149444
91,"Dover, DE",2010,162956
475,"Dover, DE",2011,165110
859,"Dover, DE",2012,167297
1243,"Dover, DE",2013,169038
1627,"Dover, DE",2014,171456
2011,"Dover, DE",2015,173128
2395,"Dover, DE",2016,174542
2779,"Dover, DE",2017,176499
3163,"Dover, DE",2018,178540
3547,"Dover, DE",2019,180786
3931,"Dover, DE",2020,182722
4315,"Dover, DE",2021,184652
4699,"Dover, DE",2022,186576
5083,"Dover, DE",2023,188495
5467,"Dover, DE",2024,190409
243,"Dubuque, IA",2010,93929
627,"Dubuque, IA",2011,94593
1011,"Dubuque, IA",2012,95159
1395,"Dubuque, IA",2013,95945
1779,"Dubuque, IA",2014,96481
2163,"Dubuque, IA",2015,96850
2547,"Dubuque, IA",2016,96763
2931,"Dubuque, IA",2017,97066
3315,"Dubuque, IA",2018,96922
3699,"Dubuque, IA",2019,97311
4083,"Dubuque, IA",2020,97397
4467,"Dubuque, IA",2021,97479
4851,"Dubuque, IA",2022,97542
5235,"Dubuque, IA",2023,97592
5619,"Dubuque, IA",2024,97631
292,"Duluth, MN-WI",2010,290542
676,"Duluth, MN-WI",2011,290594
1060,"Duluth, MN-WI",2012,290176
1444,"Duluth, MN-WI",2013,290193
1828,"Duluth, MN-WI",2014,290261
2212,"Duluth, MN-WI",2015,289741
2596,"Duluth, MN-WI",2016,289395
2980,"Duluth, MN-WI",2017,289108
3364,"Duluth, MN-WI",2018,289260
3748,"Duluth, MN-WI",2019,288732
4132,"Duluth, MN-WI",2020,288728
4516,"Duluth, MN-WI",2021,288736
4900,"Duluth, MN-WI",2022,288736
5284,"Duluth, MN-WI",2023,288735
5668,"Duluth, MN-WI",2024,288735
369,"Durham-Chapel Hill, NC",2010,566267
753,"Durham-Chapel Hill, NC",2011,572520
1137,"Durham-Chapel Hill, NC",2012,581735
1521,"Durham-Chapel Hill, NC",2013,590364
1905,"Durham-Chapel Hill, NC",2014,599236
2289,"Durham-Chapel Hill, NC",2015,607706
2673,"Durham-Chapel Hill, NC",2016,618222
3057,"Durham-Chapel Hill, NC",2017,625678
3441,"Durham-Chapel Hill, NC",2018,637501
3825,"Durham-Chapel Hill, NC",2019,644367
4209,"Durham-Chapel Hill, NC",2020,653304
4593,"Durham-Chapel Hill, NC",2021,662183
4977,"Durham-Chapel Hill, NC",2022,671045
5361,"Durham-Chapel Hill, NC",2023,679888
5745,"Durham-Chapel Hill, NC",2024,688712
6,"East Stroudsburg, PA",2010,169849
390,"East Stroudsburg, PA",2011,169891
774,"East Stroudsburg, PA",2012,168628
1158,"East Stroudsburg, PA",2013,167355
1542,"East Stroudsburg, PA",2014,167285
1926,"East Stroudsburg, PA",2015,166481
2310,"East Stroudsburg, PA",2016,166220
2694,"East Stroudsburg, PA",2017,167895
3078,"East Stroudsburg, PA",2018,169294
3462,"East Stroudsburg, PA",2019,170271
3846,"East Stroudsburg, PA",2020,170226
4230,"East Stroudsburg, PA",2021,170184
4614,"East Stroudsburg, PA",2022,170164
4998,"East Stroudsburg, PA",2023,170154
5382,"East Stroudsburg, PA",2024,170150
147,"Eau Claire, WI",2010,161655
531,"Eau Claire, WI",2011,162886
915,"Eau Claire, WI",2012,163892
1299,"Eau Claire, WI",2013,164822
1683,"Eau Claire, WI",2014,165023
2067,"Eau Claire, WI",2015,165501
2451,"Eau Claire, WI",2016,166430
2835,"Eau Claire, WI",2017,167329
3219,"Eau Claire, WI",2018,168464
3603,"Eau Claire, WI",2019,169304
3987,"Eau Claire, WI",2020,170097
4371,"Eau Claire, WI",2021,170889
4755,"Eau Claire, WI",2022,171680
5139,"Eau Claire, WI",2023,172471
5523,"Eau Claire, WI",2024,173261
30,"El Centro, CA",2010,174716
414,"El Centro, CA",2011,175786
798,"El Centro, CA",2012,176575
1182,"El Centro, CA",2013,176438
1566,"El Centro, CA",2014,177974
1950,"El Centro, CA",2015,178937
2334,"El Centro, CA",2016,180179
2718,"El Centro, CA",2017,181649
3102,"El Centro, CA",2018,181523
3486,"El Centro, CA",2019,181215
3870,"El Centro, CA",2020,181211
4254,"El Centro, CA",2021,181205
4638,"El Centro, CA",2022,181208
5022,"El Centro, CA",2023,181206
5406,"El Centro, CA",2024,181207
370,"El Paso, TX",2010,807048
754,"El Paso, TX",2011,823308
1138,"El Paso, TX",2012,835667
1522,"El Paso, TX",2013,834203
1906,"El Paso, TX",2014,837089
2290,"El Paso, TX",2015,835439
2674,"El Paso, TX",2016,839203
3058,"El Paso, TX",2017,842005
3442,"El Paso, TX",2018,841613
3826,"El Paso, TX",2019,844124
4210,"El Paso, TX",2020,844169
4594,"El Paso, TX",2021,844218
4978,"El Paso, TX",2022,844208
5362,"El Paso, TX",2023,844211
5746,"El Paso, TX",2024,844210
28,"Elizabethtown-Fort Knox, KY",2010,149833
412,"Elizabethtown-Fort Knox, KY",2011,151319
796,"Elizabethtown-Fort Knox, KY",2012,151501
1180,"Elizabethtown-Fort Knox, KY",2013,152228
1564,"Elizabethtown-Fort Knox, KY",2014,151675
1948,"Elizabethtown-Fort Knox, KY",2015,148107
2332,"Elizabethtown-Fort Knox, KY",2016,148941
2716,"Elizabethtown-Fort Knox, KY",2017,150390
3100,"Elizabethtown-Fort Knox, KY",2018,153201
3484,"Elizabethtown-Fort Knox, KY",2019,153928
3868,"Elizabethtown-Fort Knox, KY",2020,153942
4252,"Elizabethtown-Fort Knox, KY",2021,153945
4636,"Elizabethtown-Fort Knox, KY",2022,153945
5020,"Elizabethtown-Fort Knox, KY",2023,153946
5404,"Elizabethtown-Fort Knox, KY",2024,153946
29,"Elkhart-Goshen, IN",2010,197451
413,"Elkhart-Goshen, IN",2011,198279
797,"Elkhart-Goshen, IN",2012,198968
1181,"Elkhart-Goshen, IN",2013,200205
1565,"Elkhart-Goshen, IN",2014,201423
1949,"Elkhart-Goshen, IN",2015,202995
2333,"Elkhart-Goshen, IN",2016,203642
2717,"Elkhart-Goshen, IN",2017,204194
3101,"Elkhart-Goshen, IN",2018,205617
3485,"Elkhart-Goshen, IN",2019,206341
3869,"Elkhart-Goshen, IN",2020,207315
4253,"Elkhart-Goshen, IN",2021,208282
4637,"Elkhart-Goshen, IN",2022,209241
5021,"Elkhart-Goshen, IN",2023,210193
5405,"Elkhart-Goshen, IN",2024,211139
31,"Elmira, NY",2010,88895
415,"Elmira, NY",2011,88899
799,"Elmira, NY",2012,89137
1183,"Elmira, NY",2013,88199
1567,"Elmira, NY",2014,87177
1951,"Elmira, NY",2015,86705
2335,"Elmira, NY",2016,85644
2719,"Elmira, NY",2017,84736
3103,"Elmira, NY",2018,83935
3487,"Elmira, NY",2019,83456
3871,"Elmira, NY",2020,83466
4255,"Elmira, NY",2021,83454
4639,"Elmira, NY",2022,83466
5023,"Elmira, NY",2023,83454
5407,"Elmira, NY",2024,83466
32,"Enid, OK",2010,60765
416,"Enid, OK",2011,60763
800,"Enid, OK",2012,61399
1184,"Enid, OK",2013,62370
1568,"Enid, OK",2014,62790
1952,"Enid, OK",2015,63248
2336,"Enid, OK",2016,62493
2720,"Enid, OK",2017,61600
3104,"Enid, OK",2018,61095
3488,"Enid, OK",2019,61056
3872,"Enid, OK",2020,60998
4256,"Enid, OK",2021,60968
4640,"Enid, OK",2022,60950
5024,"Enid, OK",2023,60940
5408,"Enid, OK",2024,60934
244,"Erie, PA",2010,280799
628,"Erie, PA",2011,281327
1012,"Erie, PA",2012,281532
1396,"Erie, PA",2013,280717
1780,"Erie, PA",2014,279423
2164,"Erie, PA",2015,278174
2548,"Erie, PA",2016,276170
2932,"Erie, PA",2017,273558
3316,"Erie, PA",2018,271544
3700,"Erie, PA",2019,269728
4084,"Erie, PA",2020,269686
4468,"Erie, PA",2021,269671
4852,"Erie, PA",2022,269674
5236,"Erie, PA",2023,269673
5620,"Erie, PA",2024,269673
53,"Eugene-Springfield, OR",2010,351920
437,"Eugene-Springfield, OR",2011,354034
821,"Eugene-Springfield, OR",2012,355075
1205,"Eugene-Springfield, OR",2013,355481
1589,"Eugene-Springfield, OR",2014,358027
1973,"Eugene-Springfield, OR",2015,361946
2357,"Eugene-Springfield, OR",2016,368874
2741,"Eugene-Springfield, OR",2017,375264
3125,"Eugene-Springfield, OR",2018,378549
3509,"Eugene-Springfield, OR",2019,382067
3893,"Eugene-Springfield, OR",2020,385511
4277,"Eugene-Springfield, OR",2021,388952
4661,"Eugene-Springfield, OR",2022,392391
5045,"Eugene-Springfield, OR",2023,395828
5429,"Eugene-Springfield, OR",2024,399262
317,"Evansville, IN-KY",2010,311802
701,"Evansville, IN-KY",2011,312698
1085,"Evansville, IN-KY",2012,313422
1469,"Evansville, IN-KY",2013,314331
1853,"Evansville, IN-KY",2014,314859
2237,"Evansville, IN-KY",2015,314983
2621,"Evansville, IN-KY",2016,315283
3005,"Evansville, IN-KY",2017,314791
3389,"Evansville, IN-KY",2018,314660
3773,"Evansville, IN-KY",2019,315086
4157,"Evansville, IN-KY",2020,315115
4541,"Evansville, IN-KY",2021,315138
4925,"Evansville, IN-KY",2022,315154
5309,"Evansville, IN-KY",2023,315164
5693,"Evansville, IN-KY",2024,315171
194,"Fairbanks, AK ",2010,98264
578,"Fairbanks, AK ",2011,98120
962,"Fairbanks, AK ",2012,100311
1346,"Fairbanks, AK ",2013,100933
1730,"Fairbanks, AK ",2014,99254
2114,"Fairbanks, AK ",2015,99636
2498,"Fairbanks, AK ",2016,100633
2882,"Fairbanks, AK ",2017,99675
3266,"Fairbanks, AK ",2018,98565
3650,"Fairbanks, AK ",2019,96849
4034,"Fairbanks, AK ",2020,96803
4418,"Fairbanks, AK ",2021,96727
4802,"Fairbanks, AK ",2022,96716
5186,"Fairbanks, AK ",2023,96712
5570,"Fairbanks, AK ",2024,96711
148,"Fargo, ND-MN",2010,209455
532,"Fargo, ND-MN",2011,213222
916,"Fargo, ND-MN",2012,217610
1300,"Fargo, ND-MN",2013,223360
1684,"Fargo, ND-MN",2014,227790
2068,"Fargo, ND-MN",2015,232891
2452,"Fargo, ND-MN",2016,237244
2836,"Fargo, ND-MN",2017,241511
3220,"Fargo, ND-MN",2018,244311
3604,"Fargo, ND-MN",2019,246145
3988,"Fargo, ND-MN",2020,248951
4372,"Fargo, ND-MN",2021,251490
4756,"Fargo, ND-MN",2022,253833
5140,"Fargo, ND-MN",2023,255992
5524,"Fargo, ND-MN",2024,257982
341,"Farmington, NM",2010,130203
725,"Farmington, NM",2011,129711
1109,"Farmington, NM",2012,129756
1493,"Farmington, NM",2013,129467
1877,"Farmington, NM",2014,129084
2261,"Farmington, NM",2015,128246
2645,"Farmington, NM",2016,127954
3029,"Farmington, NM",2017,126917
3413,"Farmington, NM",2018,125499
3797,"Farmington, NM",2019,123958
4181,"Farmington, NM",2020,123970
4565,"Farmington, NM",2021,123969
4949,"Farmington, NM",2022,123970
5333,"Farmington, NM",2023,123969
5717,"Farmington, NM",2024,123970
114,"Fayetteville, NC",2010,490446
498,"Fayetteville, NC",2011,499149
882,"Fayetteville, NC",2012,502672
1266,"Fayetteville, NC",2013,509180
1650,"Fayetteville, NC",2014,510635
2034,"Fayetteville, NC",2015,511976
2418,"Fayetteville, NC",2016,516822
2802,"Fayetteville, NC",2017,517527
3186,"Fayetteville, NC",2018,522461
3570,"Fayetteville, NC",2019,526719
3954,"Fayetteville, NC",2020,530055
4338,"Fayetteville, NC",2021,533357
4722,"Fayetteville, NC",2022,536634
5106,"Fayetteville, NC",2023,539888
5490,"Fayetteville, NC",2024,543118
164,"Fayetteville-Springdale-Rogers, AR",2010,442301
548,"Fayetteville-Springdale-Rogers, AR",2011,452884
932,"Fayetteville-Springdale-Rogers, AR",2012,462291
1316,"Fayetteville-Springdale-Rogers, AR",2013,471140
1700,"Fayetteville-Springdale-Rogers, AR",2014,480513
2084,"Fayetteville-Springdale-Rogers, AR",2015,491730
2468,"Fayetteville-Springdale-Rogers, AR",2016,503806
2852,"Fayetteville-Springdale-Rogers, AR",2017,515616
3236,"Fayetteville-Springdale-Rogers, AR",2018,525239
3620,"Fayetteville-Springdale-Rogers, AR",2019,534904
4004,"Fayetteville-Springdale-Rogers, AR",2020,545107
4388,"Fayetteville-Springdale-Rogers, AR",2021,555304
4772,"Fayetteville-Springdale-Rogers, AR",2022,565492
5156,"Fayetteville-Springdale-Rogers, AR",2023,575671
5540,"Fayetteville-Springdale-Rogers, AR",2024,585843
70,"Flagstaff, AZ",2010,134612
454,"Flagstaff, AZ",2011,134275
838,"Flagstaff, AZ",2012,136146
1222,"Flagstaff, AZ",2013,136699
1606,"Flagstaff, AZ",2014,137566
1990,"Flagstaff, AZ",2015,138962
2374,"Flagstaff, AZ",2016,140407
2758,"Flagstaff, AZ",2017,141001
3142,"Flagstaff, AZ",2018,142523
3526,"Flagstaff, AZ",2019,143476
3910,"Flagstaff, AZ",2020,144526
4294,"Flagstaff, AZ",2021,145545
4678,"Flagstaff, AZ",2022,146545
5062,"Flagstaff, AZ",2023,147525
5446,"Flagstaff, AZ",2024,148485
293,"Flint, MI",2010,424953
677,"Flint, MI",2011,422026
1061,"Flint, MI",2012,418193
1445,"Flint, MI",2013,415639
1829,"Flint, MI",2014,412859
2213,"Flint, MI",2015,410461
2597,"Flint, MI",2016,408926
2981,"Flint, MI",2017,407488
3365,"Flint, MI",2018,406688
3749,"Flint, MI",2019,405813
4133,"Flint, MI",2020,405116
4517,"Flint, MI",2021,404552
4901,"Flint, MI",2022,404095
5285,"Flint, MI",2023,403726
5669,"Flint, MI",2024,403427
217,"Florence, SC",2010,205662
601,"Florence, SC",2011,205800
985,"Florence, SC",2012,206041
1369,"Florence, SC",2013,205986
1753,"Florence, SC",2014,206426
2137,"Florence, SC",2015,206235
2521,"Florence, SC",2016,205854
2905,"Florence, SC",2017,205476
3289,"Florence, SC",2018,205036
3673,"Florence, SC",2019,204911
4057,"Florence, SC",2020,204912
4441,"Florence, SC",2021,204908
4825,"Florence, SC",2022,204911
5209,"Florence, SC",2023,204909
5593,"Florence, SC",2024,204910
115,"Florence-Muscle Shoals, AL",2010,147261
499,"Florence-Muscle Shoals, AL",2011,147146
883,"Florence-Muscle Shoals, AL",2012,147232
1267,"Florence-Muscle Shoals, AL",2013,147230
1651,"Florence-Muscle Shoals, AL",2014,147462
2035,"Florence-Muscle Shoals, AL",2015,146876
2419,"Florence-Muscle Shoals, AL",2016,146922
2803,"Florence-Muscle Shoals, AL",2017,147259
3187,"Florence-Muscle Shoals, AL",2018,147608
3571,"Florence-Muscle Shoals, AL",2019,147970
3955,"Florence-Muscle Shoals, AL",2020,147969
4339,"Florence-Muscle Shoals, AL",2021,147971
4723,"Florence-Muscle Shoals, AL",2022,147971
5107,"Florence-Muscle Shoals, AL",2023,147971
5491,"Florence-Muscle Shoals, AL",2024,147971
342,"Fond du Lac, WI",2010,101576
726,"Fond du Lac, WI",2011,101810
1110,"Fond du Lac, WI",2012,101788
1494,"Fond du Lac, WI",2013,101787
1878,"Fond du Lac, WI",2014,101977
2262,"Fond du Lac, WI",2015,101955
2646,"Fond du Lac, WI",2016,102211
3030,"Fond du Lac, WI",2017,102417
3414,"Fond du Lac, WI",2018,103001
3798,"Fond du Lac, WI",2019,103403
4182,"Fond du Lac, WI",2020,103598
4566,"Fond du Lac, WI",2021,103790
4950,"Fond du Lac, WI",2022,103982
5334,"Fond du Lac, WI",2023,104173
5718,"Fond du Lac, WI",2024,104365
371,"Fort Collins, CO",2010,300441
755,"Fort Collins, CO",2011,305246
1139,"Fort Collins, CO",2012,310842
1523,"Fort Collins, CO",2013,316225
1907,"Fort Collins, CO",2014,324008
2291,"Fort Collins, CO",2015,333303
2675,"Fort Collins, CO",2016,338984
3059,"Fort Collins, CO",2017,344084
3443,"Fort Collins, CO",2018,350660
3827,"Fort Collins, CO",2019,356899
4211,"Fort Collins, CO",2020,363255
4595,"Fort Collins, CO",2021,369593
4979,"Fort Collins, CO",2022,375913
5363,"Fort Collins, CO",2023,382215
5747,"Fort Collins, CO",2024,388500
195,"Fort Smith, AR-OK",2010,248344
579,"Fort Smith, AR-OK",2011,249236
963,"Fort Smith, AR-OK",2012,249491
1347,"Fort Smith, AR-OK",2013,248569
1731,"Fort Smith, AR-OK",2014,248220
2115,"Fort Smith, AR-OK",2015,248820
2499,"Fort Smith, AR-OK",2016,249170
2883,"Fort Smith, AR-OK",2017,250231
3267,"Fort Smith, AR-OK",2018,250298
3651,"Fort Smith, AR-OK",2019,250368
4035,"Fort Smith, AR-OK",2020,250501
4419,"Fort Smith, AR-OK",2021,250636
4803,"Fort Smith, AR-OK",2022,250770
5187,"Fort Smith, AR-OK",2023,250905
5571,"Fort Smith, AR-OK",2024,251039
218,"Fort Wayne, IN",2010,389298
602,"Fort Wayne, IN",2011,392332
986,"Fort Wayne, IN",2012,394225
1370,"Fort Wayne, IN",2013,396638
1754,"Fort Wayne, IN",2014,398591
2138,"Fort Wayne, IN",2015,400806
2522,"Fort Wayne, IN",2016,402887
2906,"Fort Wayne, IN",2017,405445
3290,"Fort Wayne, IN",2018,409126
